Team #0,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,7 - 77
Team 4,Player #11,1,73,86,62,67,67,67,75,82,70,50,50,B+,23,25.732,0
Team 4,Player #12,2,73,69,62,62,62,62,62,72,68,50,50,B+,23,21.858,0
Team 4,Player #13,3,76,75,69,69,67,68,62,75,62,50,56,B+,23,22.32,0
Team 4,Player #14,4,68,68,76,62,68,67,62,68,62,50,61,B+,23,21.599,0
Team 4,Player #15,5,62,68,69,74,74,69,74,62,76,55,58,B+,23,23.336,0
Team #5,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,36 - 48
Team 5,Player #1,1,66,73,57,52,52,58,64,62,52,50,50,D+,23,23.172,0
Team 5,Player #2,2,64,64,57,65,52,56,52,72,64,50,50,D+,23,20.601,0
Team 5,Player #3,3,52,59,61,56,59,69,63,58,61,55,50,D+,23,20.17,0
Team 5,Player #4,4,52,52,52,66,59,52,52,57,57,50,50,D+,23,19.274,0
Team 5,Player #5,5,60,52,64,59,72,64,52,58,65,58,55,D+,23,21.707,0
Team 5,Player #6,1,59,52,60,52,58,52,59,63,59,50,56,D+,23,21.372,0
Team 5,Player #7,2,59,58,58,58,59,63,57,70,58,50,50,D+,23,20.097,0
Team 5,Player #8,3,59,58,62,52,57,52,57,58,64,50,50,D+,23,19.92,0
Team 5,Player #9,4,57,58,71,64,60,63,58,59,52,50,55,D+,23,20.231,0
Team 5,Player #10,5,52,52,63,62,71,58,58,52,58,50,50,D+,23,20.666,0
Team 5,Player #11,1,70,64,66,58,58,56,60,52,57,50,55,D+,23,22.772,0
Team 5,Player #12,2,68,66,52,52,52,64,52,76,65,56,50,D+,23,21.074,0
Team 5,Player #13,3,67,57,65,52,65,58,57,52,65,50,63,D+,23,20.84,0
Team 5,Player #14,4,59,52,71,52,62,52,52,52,57,56,50,D+,23,20.051,0
Team 5,Player #15,5,57,52,61,52,69,52,72,56,52,50,63,D+,23,21.174,0
Team #6,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,37 - 47
Team 6,Player #1,1,66,55,55,55,60,63,55,66,61,56,50,C,23,22.443,0
Team 6,Player #2,2,61,70,55,55,55,62,55,68,66,62,50,C,23,21.275,0
Team 6,Player #3,3,71,65,63,55,61,60,61,60,55,62,50,C,23,21.25,0
Team 6,Player #4,4,66,66,68,68,67,66,68,61,60,50,50,C,23,21.338,0
Team 6,Player #5,5,55,55,67,60,71,60,55,55,62,50,58,C,23,21.093,0
Team 6,Player #6,1,66,60,55,55,55,60,66,72,65,50,62,C,23,22.591,0
Team 6,Player #7,2,71,55,61,64,61,67,55,73,78,61,55,C,23,21.741,0
Team 6,Player #8,3,73,73,55,55,55,66,70,73,55,50,57,C,23,21.59,0
Team 6,Player #9,4,60,66,68,67,55,62,55,55,68,66,55,C,23,21.066,0
Team 6,Player #10,5,60,74,55,61,61,62,60,61,74,50,56,C,23,23.327,0
Team 6,Player #11,1,62,67,61,55,60,70,61,69,67,50,62,C,23,22.862,0
Team 6,Player #12,2,68,62,67,61,62,55,61,80,55,50,50,C,23,21.176,0
Team 6,Player #13,3,55,60,60,55,55,55,59,55,55,56,55,C,23,19.94,0
Team 6,Player #14,4,75,59,72,66,55,67,55,55,72,50,50,C,23,22.091,0
Team 6,Player #15,5,71,60,61,55,55,64,55,61,61,56,58,C,23,22.72,0
Team #7,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,44 - 40
Team 7,Player #1,1,57,63,60,57,64,57,62,67,57,50,53,C,23,22.397,0
Team 7,Player #2,2,57,57,62,57,57,68,65,69,62,50,50,C,23,20.316,0
Team 7,Player #3,3,61,73,62,61,62,69,66,57,66,50,53,C,23,22.08,0
Team 7,Player #4,4,57,61,60,66,57,57,57,60,64,50,50,C,23,20.802,0
Team 7,Player #5,5,57,57,65,62,67,62,57,57,66,50,50,C,23,21.725,0
Team 7,Player #6,1,63,72,57,57,57,65,61,61,57,50,50,C,23,23.52,0
Team 7,Player #7,2,68,64,57,57,57,60,57,57,61,55,55,C,23,21.211,0
Team 7,Player #8,3,57,62,62,57,61,57,57,67,57,53,50,C,23,20.73,0
Team 7,Player #9,4,61,60,65,62,57,66,57,57,57,50,50,C,23,20.809,0
Team 7,Player #10,5,57,60,57,61,69,57,63,57,57,54,50,C,23,21.942,0
Team 7,Player #11,1,60,71,57,57,57,62,62,65,65,54,50,C,23,23.495,0
Team 7,Player #12,2,61,57,57,57,68,64,57,65,60,50,50,C,23,20.651,0
Team 7,Player #13,3,61,63,57,61,61,60,64,57,57,50,53,C,23,20.82,0
Team 7,Player #14,4,66,57,75,57,61,62,67,60,60,55,54,C,23,21.538,0
Team 7,Player #15,5,57,57,67,61,70,57,62,57,57,50,55,C,23,21.705,0
Team #8,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,22 - 62
Team 8,Player #1,1,56,40,46,40,50,40,50,51,52,50,56,D+,23,20.292,0
Team 8,Player #2,2,44,56,49,40,52,54,50,51,51,54,50,D+,23,19.11,0
Team 8,Player #3,3,52,45,50,40,48,45,59,53,59,50,50,D+,23,18.74,0
Team 8,Player #4,4,40,43,52,67,45,54,45,54,57,50,58,D+,23,18.159,0
Team 8,Player #5,5,40,40,46,45,58,45,48,40,58,50,50,D+,23,18.367,0
Team 8,Player #6,1,46,51,51,40,40,49,52,49,40,55,63,D+,23,19.617,0
Team 8,Player #7,2,50,47,40,40,40,46,40,45,40,50,50,D+,23,17.981,0
Team 8,Player #8,3,45,63,51,47,50,45,44,44,54,55,57,D+,23,19.65,0
Team 8,Player #9,4,47,47,59,47,51,53,53,40,46,50,50,D+,23,18.339,0
Team 8,Player #10,5,53,46,49,40,40,44,46,40,52,57,56,D+,23,19.566,0
Team 8,Player #11,1,44,55,40,40,47,53,52,51,40,50,50,D+,23,20.164,0
Team 8,Player #12,2,61,40,53,40,46,47,46,56,40,55,56,D+,23,19.444,0
Team 8,Player #13,3,64,58,50,49,51,44,40,45,55,50,50,D+,23,19.74,0
Team 8,Player #14,4,50,46,51,48,40,40,52,45,45,50,50,D+,23,18.324,0
Team 8,Player #15,5,46,48,53,40,52,46,45,40,40,62,50,D+,23,19.067,0
Team #9,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,58 - 26
Team 9,Player #1,1,66,67,67,67,61,61,75,79,74,57,60,C,23,23.192,0
Team 9,Player #2,2,71,70,77,61,68,61,67,61,67,50,55,C,23,21.5602538636363,0
Team 9,Player #3,3,67,74,81,68,65,77,76,77,68,56,57,C,23,22.52,0
Team 9,Player #4,4,66,61,85,78,69,75,67,61,76,55,55,C,23,21.932,0
Team 9,Player #5,5,61,82,82,70,86,72,69,66,76,50,55,C,23,25.289,0
Team 9,Player #6,1,68,78,66,67,68,73,67,82,72,50,50,C,23,24.763,0
Team 9,Player #7,2,69,68,68,67,61,67,66,76,68,50,57,C,23,21.595,0
Team 9,Player #8,3,74,72,74,66,61,80,74,72,73,57,50,C,23,22.4,0
Team 9,Player #9,4,71,67,77,67,61,66,72,61,87,50,59,C,23,22.187,0
Team 9,Player #10,5,72,61,78,76,85,66,75,67,68,50,62,C,23,24.037,0
Team 9,Player #11,1,61,72,73,61,74,68,65,79,67,50,50,C,23,23.86,0
Team 9,Player #12,2,61,71,67,66,67,67,68,73,66,50,57,C,23,21.821,0
Team 9,Player #13,3,67,67,75,74,73,66,74,79,67,50,50,C,23,21.78,0
Team 9,Player #14,4,75,82,78,68,68,68,61,61,74,50,55,C,23,23.167,0
Team 9,Player #15,5,66,61,69,67,84,68,61,61,61,57,50,C,23,22.852,0
Team #10,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,36 - 48
Team 10,Player #1,1,65,72,63,59,55,67,67,68,66,58,62,B,23,23.512,0
Team 10,Player #2,2,55,72,60,60,62,66,75,75,55,50,50,B,23,21.807,0
Team 10,Player #3,3,67,61,61,62,70,60,67,74,66,50,61,B,23,21.3,0
Team 10,Player #4,4,67,77,66,62,55,65,55,55,60,50,57,B,23,22.027,0
Team 10,Player #5,5,63,55,73,74,65,64,61,55,67,60,56,B,23,22.343,0
Team 10,Player #6,1,69,67,61,55,55,63,60,67,60,50,50,B,23,22.9,0
Team 10,Player #7,2,69,59,62,60,55,66,62,67,60,56,50,B,23,21.255,0
Team 10,Player #8,3,55,62,67,66,61,62,61,60,67,50,55,B,23,20.64,0
Team 10,Player #9,4,75,62,62,68,80,72,62,60,74,50,56,B,23,22.43,0
Team 10,Player #10,5,62,55,62,61,72,60,55,55,62,50,57,B,23,21.898,0
Team 10,Player #11,1,67,72,61,55,55,55,72,61,59,50,56,B,23,23.188,0
Team 10,Player #12,2,67,70,55,55,60,65,68,75,66,54,57,B,23,21.555,0
Team 10,Player #13,3,61,62,75,62,61,72,55,68,63,54,54,B,23,20.76,0
Team 10,Player #14,4,60,55,68,60,68,55,60,55,70,50,63,B,23,20.532,0
Team 10,Player #15,5,55,61,68,69,60,67,55,60,61,50,50,B,23,21.846,0
Team #11,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,57 - 27
Team 11,Player #1,1,77,78,65,65,65,71,73,82,65,55,50,C,23,24.84,0
Team 11,Player #2,2,90,65,65,65,73,65,73,83,65,50,50,C,23,24.2245,0
Team 11,Player #3,3,79,77,80,71,65,65,83,76,74,50,50,C,23,23.0328756756757,0
Team 11,Player #4,4,83,70,83,80,69,65,76,82,75,56,61,C,23,23.947,0
Team 11,Player #5,5,65,65,77,76,76,71,70,71,71,56,70,C,23,23.278,0
Team 11,Player #6,1,81,70,65,72,69,65,79,77,65,57,50,C,23,25.192,0
Team 11,Player #7,2,79,82,76,75,65,65,77,81,70,56,63,C,23,23.4395,0
Team 11,Player #8,3,65,76,69,72,65,65,87,71,71,50,56,C,23,22.775,0
Team 11,Player #9,4,84,74,72,70,65,78,77,73,76,50,50,C,23,23.814,0
Team 11,Player #10,5,72,65,75,65,71,71,71,71,76,50,50,C,23,23.964,0
Team 11,Player #11,1,65,69,72,71,69,76,76,78,71,50,56,C,23,23.875,0
Team 11,Player #12,2,78,84,65,71,65,75,73,84,77,56,50,C,23,23.7895,0
Team 11,Player #13,3,70,73,83,65,65,77,77,71,72,50,50,C,23,22.575,0
Team 11,Player #14,4,65,65,75,85,76,70,82,71,69,56,69,C,23,22.148,0
Team 11,Player #15,5,73,65,79,71,65,75,70,73,70,50,50,C,23,24.087,0
Team #12,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,20 - 64
Team 12,Player #1,1,49,49,57,53,54,49,49,58,52,54,50,C,23,19.935,0
Team 12,Player #2,2,56,49,54,49,53,49,49,49,49,50,50,C,23,19.2355,0
Team 12,Player #3,3,56,55,52,54,54,54,49,54,53,50,50,C,23,19.475,0
Team 12,Player #4,4,58,49,58,58,49,52,53,49,58,50,50,C,23,19.89,0
Team 12,Player #5,5,58,49,57,49,61,49,49,54,53,50,53,C,23,21.002,0
Team 12,Player #6,1,60,54,58,49,49,58,54,52,54,57,55,C,23,21.417,0
Team 12,Player #7,2,53,54,52,49,49,49,54,60,49,50,50,C,23,19.1525,0
Team 12,Player #8,3,52,55,52,49,49,53,53,49,55,50,50,C,23,19.275,0
Team 12,Player #9,4,59,56,54,57,52,58,54,49,54,53,54,C,23,19.983,0
Team 12,Player #10,5,49,53,59,53,53,49,58,49,53,50,54,C,23,20.427,0
Team 12,Player #11,1,49,62,49,49,49,52,61,62,49,50,55,C,23,21.673,0
Team 12,Player #12,2,54,49,56,49,53,54,49,57,49,50,50,C,23,19.1605,0
Team 12,Player #13,3,54,58,56,58,49,56,49,52,53,55,50,C,23,19.705,0
Team 12,Player #14,4,58,58,54,61,49,49,53,52,49,53,50,C,23,19.778,0
Team 12,Player #15,5,53,49,54,49,55,61,58,49,49,50,50,C,23,20.407,0
Team #13,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,33 - 51
Team 13,Player #1,1,62,75,50,50,56,50,67,68,56,50,61,D+,23,23.588,0
Team 13,Player #2,2,57,69,56,50,56,58,55,69,56,50,55,D+,23,21.1485,0
Team 13,Player #3,3,56,62,63,57,50,50,55,72,62,50,64,D+,23,20.465,0
Team 13,Player #4,4,55,55,66,56,62,68,56,50,69,55,50,D+,23,20.104,0
Team 13,Player #5,5,54,56,75,54,50,61,68,55,50,50,56,D+,23,21.16,0
Team 13,Player #6,1,61,64,50,50,50,58,67,72,56,50,50,D+,23,22.288,0
Team 13,Player #7,2,64,71,66,50,50,62,56,69,56,50,50,D+,23,21.3845,0
Team 13,Player #8,3,61,56,50,57,50,56,56,57,56,61,50,D+,23,20.095,0
Team 13,Player #9,4,63,61,65,56,50,58,61,56,61,50,56,D+,23,20.681,0
Team 13,Player #10,5,62,50,57,63,56,55,55,63,67,50,50,D+,23,21.874,0
Team 13,Player #11,1,61,67,50,50,57,63,55,70,56,50,64,D+,23,22.654,0
Team 13,Player #12,2,61,68,56,50,50,68,63,66,50,50,56,D+,23,21.0875,0
Team 13,Player #13,3,63,68,56,57,62,60,60,57,64,50,50,D+,23,21.135,0
Team 13,Player #14,4,60,56,62,62,50,50,56,57,63,55,50,D+,23,20.319,0
Team 13,Player #15,5,50,55,56,56,74,55,56,62,65,50,63,D+,23,21.182,0
Team #14,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,44 - 40
Team 14,Player #1,1,68,59,59,59,59,63,63,66,59,54,50,D+,23,23.098,0
Team 14,Player #2,2,65,59,59,63,63,62,67,78,62,50,50,D+,23,21.3595,0
Team 14,Player #3,3,63,63,64,59,59,59,66,68,62,53,50,D+,23,20.945,0
Team 14,Player #4,4,59,59,63,59,63,67,62,63,59,50,53,D+,23,20.619,0
Team 14,Player #5,5,59,71,68,71,64,59,63,59,71,50,53,D+,23,23.497,0
Team 14,Player #6,1,62,62,64,59,68,65,62,66,66,50,58,D+,23,22.491,0
Team 14,Player #7,2,64,63,62,59,59,64,59,67,65,50,50,D+,23,21.0395,0
Team 14,Player #8,3,69,63,66,64,59,63,65,64,62,50,50,D+,23,21.605,0
Team 14,Player #9,4,59,66,71,64,67,59,64,63,66,50,54,D+,23,21.545,0
Team 14,Player #10,5,63,59,64,67,62,64,63,63,64,50,55,D+,23,22.411,0
Team 14,Player #11,1,59,68,59,59,68,62,59,68,64,50,50,D+,23,23.176,0
Team 14,Player #12,2,70,59,65,59,59,64,63,70,63,50,50,D+,23,21.7555,0
Team 14,Player #13,3,59,59,68,63,64,63,63,64,66,54,56,D+,23,20.685,0
Team 14,Player #14,4,59,59,69,64,59,67,67,59,68,53,53,D+,23,20.825,0
Team 14,Player #15,5,66,68,63,64,64,59,59,59,64,50,50,D+,23,22.886,0
Team #15,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,31 - 53
Team 15,Player #1,1,64,70,52,52,52,52,52,57,59,57,60,C+,23,22.728,0
Team 15,Player #2,2,70,52,52,52,52,59,69,72,57,50,50,C+,23,21.4325,0
Team 15,Player #3,3,67,58,63,52,64,52,58,52,58,50,50,C+,23,20.865,0
Team 15,Player #4,4,58,57,64,71,63,63,66,52,59,56,63,C+,23,20.538,0
Team 15,Player #5,5,52,52,63,65,64,64,52,52,65,56,50,C+,23,20.833,0
Team 15,Player #6,1,78,58,58,52,52,60,64,62,65,63,50,C+,23,24.146,0
Team 15,Player #7,2,57,64,58,52,52,70,58,65,58,56,50,C+,23,20.7225,0
Team 15,Player #8,3,69,65,71,58,52,56,62,65,64,50,50,C+,23,21.355,0
Team 15,Player #9,4,58,57,57,59,64,58,52,58,52,50,63,C+,23,20.101,0
Team 15,Player #10,5,52,60,66,52,52,52,52,56,62,50,57,C+,23,21.416,0
Team 15,Player #11,1,69,59,52,63,52,58,58,75,52,50,50,C+,23,22.972,0
Team 15,Player #12,2,64,52,71,52,52,52,58,52,57,50,58,C+,23,20.3845,0
Team 15,Player #13,3,60,52,57,65,59,52,52,65,62,50,50,C+,23,20.295,0
Team 15,Player #14,4,58,65,65,58,63,64,58,52,59,50,50,C+,23,21.024,0
Team 15,Player #15,5,52,52,58,58,68,59,59,52,64,50,50,C+,23,20.779,0
Team #16,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,52 - 32
Team 16,Player #1,1,81,91,81,70,76,75,77,76,81,50,50,C,23,26.903,0
Team 16,Player #2,2,77,86,70,70,74,81,77,81,76,50,56,C,23,24.1415,0
Team 16,Player #3,3,77,82,70,70,76,75,76,70,76,50,55,C,23,23.505,0
Team 16,Player #4,4,80,92,78,80,76,70,84,70,81,50,54,C,23,24.96,0
Team 16,Player #5,5,70,70,87,87,87,89,79,75,83,50,50,C,23,24.66,0
Team 16,Player #6,1,76,82,77,70,73,88,88,88,70,50,64,C,23,26.001,0
Team 16,Player #7,2,70,90,70,70,70,76,84,81,84,50,56,C,23,24.6445,0
Team 16,Player #8,3,83,70,82,70,81,70,77,74,70,50,56,C,23,23.715,0
Team 16,Player #9,4,81,83,70,84,70,70,76,70,70,50,58,C,23,23.748,0
Team 16,Player #10,5,76,76,82,81,83,74,70,75,70,50,56,C,23,24.849,0
Team 16,Player #11,1,86,82,70,70,70,77,70,76,70,57,50,C,23,25.995,0
Team 16,Player #12,2,74,75,74,75,70,70,82,89,76,56,56,C,23,22.9605,0
Team 16,Player #13,3,84,82,75,70,84,70,75,74,79,50,56,C,23,23.845,0
Team 16,Player #14,4,84,70,75,76,81,70,75,76,81,50,57,C,23,24.08,0
Team 16,Player #15,5,83,83,82,82,78,70,83,70,70,50,50,C,23,25.711,0
Team #17,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,45 - 39
Team 17,Player #1,1,92,77,67,67,74,72,72,84,67,50,56,B+,23,26.966,0
Team 17,Player #2,2,75,67,73,67,67,80,87,79,79,64,50,B+,23,23.0815,0
Team 17,Player #3,3,74,73,67,79,67,67,77,67,77,50,58,B+,23,22.835,0
Team 17,Player #4,4,80,72,74,80,67,78,74,67,72,50,56,B+,23,23.765,0
Team 17,Player #5,5,80,72,77,78,86,78,67,67,79,54,50,B+,23,25.604,0
Team 17,Player #6,1,78,81,74,67,67,73,73,83,67,50,50,B+,23,25.564,0
Team 17,Player #7,2,78,85,67,67,78,79,72,84,73,50,56,B+,23,24.0975,0
Team 17,Player #8,3,85,78,78,67,78,72,67,67,78,50,57,B+,23,23.995,0
Team 17,Player #9,4,80,75,86,73,78,87,78,67,79,50,56,B+,23,24.149,0
Team 17,Player #10,5,85,80,67,91,85,73,81,73,83,50,62,B+,23,26.403,0
Team 17,Player #11,1,83,75,67,73,72,67,81,78,72,62,56,B+,23,25.795,0
Team 17,Player #12,2,67,85,67,72,67,67,72,91,71,50,50,B+,23,23.9745,0
Team 17,Player #13,3,67,83,74,74,82,72,72,73,88,50,55,B+,23,24.075,0
Team 17,Player #14,4,92,74,84,86,67,84,79,74,80,50,57,B+,23,25.4,0
Team 17,Player #15,5,67,73,79,79,83,79,74,67,72,58,54,B+,23,24.772,0
Team #18,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,67 - 17
Team 18,Player #1,1,92,74,87,79,74,84,74,92,85,57,54,C+,23,27.482,0
Team 18,Player #2,2,89,78,74,74,92,87,79,84,74,50,54,C+,23,24.7505,0
Team 18,Player #3,3,80,84,81,90,85,94,74,74,79,50,54,C+,23,24.345,0
Team 18,Player #4,4,79,74,92,79,79,81,84,74,79,56,61,C+,23,23.97,0
Team 18,Player #5,5,74,74,92,81,78,86,74,88,99,50,58,C+,23,25.167,0
