Team #0,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,31 - 53
Team 3,Player #12,2,82,71,65,66,65,72,65,71,78,54,61,D+,28,23.5785,0
Team 3,Player #13,3,66,66,77,69,75,62,71,69,78,50,63,D+,28,22.135,0
Team 3,Player #14,4,62,66,65,77,70,62,68,66,68,50,54,D+,28,22.059,0
Team 3,Player #15,5,65,69,70,82,78,67,65,62,66,53,57,D+,28,23.937,0
Team #4,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,41 - 43
Team 4,Player #1,1,99,98,73,62,72,71,62,92,85,56,62,B+,28,27.743,0
Team 4,Player #2,2,79,78,74,68,72,62,74,91,86,76,65,B+,28,23.167,0
Team 4,Player #3,3,88,67,82,77,68,85,78,73,94,50,62,B+,28,24.37,0
Team 4,Player #4,4,81,87,85,76,65,75,79,74,77,55,66,B+,28,24.185,0
Team 4,Player #5,5,75,74,62,82,93,67,69,78,74,50,67,B+,28,24.451,0
Team 4,Player #6,1,90,101,73,68,73,74,80,92,73,56,73,B+,28,28.107,0
Team 4,Player #7,2,84,87,75,62,77,80,74,95,69,56,65,B+,28,24.112,0
Team 4,Player #8,3,84,82,68,75,69,73,73,82,82,55,65,B+,28,23.62,0
Team 4,Player #9,4,78,83,72,81,68,67,81,62,67,55,58,B+,28,23.473,0
Team 4,Player #10,5,75,82,97,97,97,73,79,62,93,50,63,B+,28,26.184,0
Team 4,Player #11,1,84,92,70,67,74,85,80,101,82,50,50,B+,28,27.271,0
Team 4,Player #12,2,79,82,70,62,62,73,74,91,68,50,50,B+,28,23.306,0
Team 4,Player #13,3,76,89,74,76,73,75,74,81,85,55,60,B+,28,24.28,0
Team 4,Player #14,4,74,68,82,68,74,83,83,73,76,50,66,B+,28,22.944,0
Team 4,Player #15,5,69,81,89,87,99,84,74,62,87,62,65,B+,28,25.859,0
Team #5,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,35 - 49
Team 5,Player #1,1,85,84,64,57,52,69,76,62,65,56,50,D+,28,25.187,0
Team 5,Player #2,2,75,83,63,65,59,62,64,78,71,54,56,D+,28,23.075,0
Team 5,Player #3,3,66,82,80,61,59,80,69,65,73,61,60,D+,28,23.07,0
Team 5,Player #4,4,52,64,76,73,65,52,66,57,69,57,67,D+,28,21.196,0
Team 5,Player #5,5,66,64,77,59,93,64,58,64,78,58,72,D+,28,23.109,0
Team 5,Player #6,1,72,59,60,52,71,64,64,74,65,50,61,D+,28,23.537,0
Team 5,Player #7,2,65,65,69,58,59,63,72,94,69,50,63,D+,28,21.292,0
Team 5,Player #8,3,77,58,73,52,63,58,62,72,77,50,56,D+,28,22.27,0
Team 5,Player #9,4,69,58,97,83,66,73,58,59,63,63,55,D+,28,22.163,0
Team 5,Player #10,5,52,52,84,74,84,71,63,52,65,64,57,D+,28,21.461,0
Team 5,Player #11,1,80,70,71,65,58,66,66,72,71,55,67,D+,28,24.752,0
Team 5,Player #12,2,73,71,63,52,52,75,64,94,78,56,55,D+,28,22.204,0
Team 5,Player #13,3,84,71,77,58,72,65,64,57,75,50,63,D+,28,23.08,0
Team 5,Player #14,4,79,52,83,78,71,72,65,52,76,62,57,D+,28,23.118,0
Team 5,Player #15,5,71,63,61,52,86,52,79,56,65,63,67,D+,28,23.299,0
Team #6,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,29 - 55
Team 6,Player #1,1,86,61,62,55,66,69,65,79,74,63,57,C,28,25.599,0
Team 6,Player #2,2,61,70,66,55,55,74,62,92,72,62,62,C,28,21.812,0
Team 6,Player #3,3,78,75,84,55,72,60,66,74,61,62,56,C,28,22.52,0
Team 6,Player #4,4,77,72,87,73,73,79,74,75,71,56,57,C,28,23.196,0
Team 6,Player #5,5,68,55,87,78,77,70,62,66,73,50,58,C,28,23.508,0
Team 6,Player #6,1,83,72,62,55,55,73,66,85,77,56,69,C,28,25.328,0
Team 6,Player #7,2,71,65,66,64,61,73,61,90,98,66,69,C,28,22.259,0
Team 6,Player #8,3,96,96,60,60,67,73,84,73,61,50,62,C,28,24.38,0
Team 6,Player #9,4,65,71,82,81,61,74,60,55,85,77,67,C,28,22.31,0
Team 6,Player #10,5,75,88,61,68,69,69,65,68,82,55,56,C,28,25.501,0
Team 6,Player #11,1,73,74,68,55,64,87,67,81,67,57,74,C,28,24.285,0
Team 6,Player #12,2,82,76,86,73,68,73,66,101,65,50,50,C,28,23.458,0
Team 6,Player #13,3,61,60,82,59,55,66,66,62,55,56,69,C,28,20.55,0
Team 6,Player #14,4,75,66,78,74,55,72,66,61,82,56,50,C,28,22.562,0
Team 6,Player #15,5,89,79,66,72,80,82,73,71,61,70,58,C,28,25.879,0
Team #7,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,42 - 42
Team 7,Player #1,1,62,66,60,57,68,60,62,75,62,50,60,C,28,23.008,0
Team 7,Player #2,2,61,66,77,57,57,87,65,85,62,50,50,C,28,21.706,0
Team 7,Player #3,3,64,73,69,61,66,73,74,60,73,55,57,C,28,22.41,0
Team 7,Player #4,4,60,61,67,66,62,60,66,64,72,54,54,C,28,21.173,0
Team 7,Player #5,5,61,60,73,67,75,67,65,57,75,50,50,C,28,22.686,0
Team 7,Player #6,1,69,83,67,57,61,65,66,70,57,50,58,C,28,25.216,0
Team 7,Player #7,2,68,69,64,57,62,81,66,67,64,58,58,C,28,21.829,0
Team 7,Player #8,3,62,69,67,60,70,57,63,67,57,53,50,C,28,21.66,0
Team 7,Player #9,4,64,69,68,66,61,75,61,57,61,54,58,C,28,21.901,0
Team 7,Player #10,5,57,60,64,64,83,63,63,57,57,58,55,C,28,22.303,0
Team 7,Player #11,1,64,80,62,57,57,70,67,74,65,54,50,C,28,24.975,0
Team 7,Player #12,2,66,57,57,57,68,75,63,71,64,50,55,C,28,21.488,0
Team 7,Player #13,3,67,66,57,65,61,60,64,57,70,53,53,C,28,21.39,0
Team 7,Player #14,4,74,61,75,61,65,67,67,64,64,59,58,C,28,22.543,0
Team 7,Player #15,5,57,60,70,73,74,64,70,57,72,50,60,C,28,22.583,0
Team #8,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,15 - 69
Team 8,Player #1,1,69,40,51,40,50,52,57,72,57,54,56,D+,28,22.718,0
Team 8,Player #2,2,44,68,62,46,57,66,56,56,61,54,56,D+,28,21.043,0
Team 8,Player #3,3,58,64,60,54,54,52,64,59,64,50,50,D+,28,20.57,0
Team 8,Player #4,4,51,43,59,78,52,66,58,54,61,50,64,D+,28,19.602,0
Team 8,Player #5,5,54,45,53,55,85,45,56,40,64,50,55,D+,28,20.842,0
Team 8,Player #6,1,56,56,51,46,40,72,52,61,51,63,63,D+,28,21.02,0
Team 8,Player #7,2,61,47,45,40,54,57,52,67,52,50,55,D+,28,20.076,0
Team 8,Player #8,3,45,68,57,52,50,61,50,51,60,59,57,D+,28,20.71,0
Team 8,Player #9,4,47,53,64,65,56,60,58,40,52,57,62,D+,28,19.513,0
Team 8,Player #10,5,53,46,55,51,51,58,52,52,70,63,56,D+,28,20.418,0
Team 8,Player #11,1,49,70,40,40,47,59,63,72,40,50,50,D+,28,22.714,0
Team 8,Player #12,2,61,55,58,40,46,53,51,70,40,55,63,D+,28,19.884,0
Team 8,Player #13,3,73,65,63,55,56,53,51,45,55,50,50,D+,28,21.18,0
Team 8,Player #14,4,60,64,57,48,45,40,78,45,63,50,50,D+,28,20.362,0
Team 8,Player #15,5,53,52,59,52,59,46,56,40,45,62,50,D+,28,20.215,0
Team #9,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,64 - 20
Team 9,Player #1,1,72,72,74,73,74,71,93,96,80,57,78,C,28,24.251,0
Team 9,Player #2,2,95,82,84,67,68,73,77,79,73,63,55,C,28,24.491,0
Team 9,Player #3,3,75,81,100,73,72,95,95,82,74,66,57,C,28,23.66,0
Team 9,Player #4,4,72,79,103,95,80,85,67,61,82,55,60,C,28,23.581,0
Team 9,Player #5,5,66,82,82,89,92,89,74,77,88,50,68,C,28,25.599,0
Team 9,Player #6,1,82,99,66,67,75,80,74,93,72,50,57,C,28,27.509,0
Team 9,Player #7,2,76,79,79,67,61,74,84,92,80,50,63,C,28,22.964,0
Team 9,Player #8,3,101,91,89,71,68,91,81,84,91,61,50,C,28,25.5,0
Team 9,Player #9,4,85,81,87,71,80,75,77,73,87,59,65,C,28,23.829,0
Team 9,Player #10,5,77,66,90,93,111,71,86,71,85,57,72,C,28,25.327,0
Team 9,Player #11,1,76,78,83,61,84,81,76,99,93,56,50,C,28,25.247,0
Team 9,Player #12,2,74,85,86,72,74,87,72,95,72,50,62,C,28,23.751,0
Team 9,Player #13,3,84,91,100,85,85,91,79,87,80,55,50,C,28,24.82,0
Team 9,Player #14,4,81,82,100,80,82,75,67,67,85,55,83,C,28,23.666,0
Team 9,Player #15,5,66,73,88,79,102,84,79,61,68,64,50,C,28,24.34,0
Team #10,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,54 - 30
Team 10,Player #1,1,72,98,75,59,64,72,67,83,78,63,79,B,28,27.428,0
Team 10,Player #2,2,67,83,72,60,68,78,88,93,66,50,50,B,28,23.647,0
Team 10,Player #3,3,78,76,72,82,76,73,71,79,81,55,71,B,28,23.14,0
Team 10,Player #4,4,74,83,89,74,67,76,67,55,71,50,61,B,28,23.531,0
Team 10,Player #5,5,75,63,82,87,88,70,74,67,76,67,56,B,28,24.709,0
Team 10,Player #6,1,85,85,61,55,67,75,83,83,69,50,50,B,28,25.694,0
Team 10,Player #7,2,94,65,75,60,55,74,68,74,78,62,61,B,28,24.423,0
Team 10,Player #8,3,68,76,78,72,61,67,68,60,83,55,55,B,28,22.49,0
Team 10,Player #9,4,90,77,80,76,85,78,73,60,74,50,62,B,28,24.479,0
Team 10,Player #10,5,68,70,72,81,91,60,61,66,78,64,62,B,28,23.756,0
Team 10,Player #11,1,83,90,71,55,61,71,84,72,65,66,61,B,28,26.156,0
Team 10,Player #12,2,77,91,67,55,67,72,86,99,79,54,62,B,28,24.584,0
Team 10,Player #13,3,70,62,92,68,72,85,67,74,69,60,59,B,28,22.27,0
Team 10,Player #14,4,64,67,68,77,75,74,70,55,87,50,70,B,28,21.954,0
Team 10,Player #15,5,80,67,73,76,69,87,62,73,67,55,50,B,28,24.764,0
Team #11,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,47 - 37
Team 11,Player #1,1,95,84,65,65,65,78,85,93,80,55,63,C,28,27.541,0
Team 11,Player #2,2,102,79,69,65,73,72,73,95,72,50,64,C,28,25.8275,0
Team 11,Player #3,3,85,94,96,81,71,77,89,88,91,50,56,C,28,25.505,0
Team 11,Player #4,4,83,88,83,99,87,91,94,82,82,56,73,C,28,25.357,0
Team 11,Player #5,5,82,71,94,82,95,76,82,77,95,62,82,C,28,26.302,0
Team 11,Player #6,1,81,91,71,72,73,84,90,95,72,64,56,C,28,27.217,0
Team 11,Player #7,2,104,95,81,81,70,71,83,93,70,62,68,C,28,26.2105,0
Team 11,Player #8,3,96,82,75,78,65,78,99,71,78,50,62,C,28,25.215,0
Team 11,Player #9,4,90,83,79,82,65,95,81,73,93,50,60,C,28,25.012,0
Team 11,Player #10,5,84,70,96,78,98,71,71,71,93,55,50,C,28,26.347,0
Team 11,Player #11,1,80,85,78,77,69,82,86,94,84,50,81,C,28,26.551,0
Team 11,Player #12,2,92,89,77,71,65,81,80,98,90,56,50,C,28,25.1015,0
Team 11,Player #13,3,76,86,83,65,65,84,82,71,72,50,56,C,28,23.995,0
Team 11,Player #14,4,95,88,85,96,100,89,87,77,91,62,75,C,28,26.157,0
Team 11,Player #15,5,80,70,88,88,78,81,75,80,84,50,64,C,28,25.689,0
Team #12,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,22 - 62
Team 12,Player #1,1,67,58,66,53,54,54,49,66,58,54,54,C,28,23.064,0
Team 12,Player #2,2,67,65,54,49,57,52,54,58,53,55,50,C,28,21.142,0
Team 12,Player #3,3,60,62,55,57,58,58,59,60,59,50,50,C,28,20.96,0
Team 12,Player #4,4,61,55,62,61,57,61,57,49,58,50,54,C,28,21.027,0
Team 12,Player #5,5,58,49,69,55,72,49,53,54,53,50,61,C,28,21.95,0
Team 12,Player #6,1,72,64,58,49,49,58,57,67,54,61,58,C,28,23.691,0
Team 12,Player #7,2,59,71,52,57,49,49,54,71,49,50,50,C,28,21.65,0
Team 12,Player #8,3,60,69,52,57,56,57,56,49,59,53,55,C,28,21.46,0
Team 12,Player #9,4,67,56,58,62,56,65,59,49,58,53,59,C,28,21.632,0
Team 12,Player #10,5,49,59,69,62,57,57,63,52,57,50,54,C,28,22.139,0
Team 12,Player #11,1,65,71,57,49,49,55,65,70,57,54,55,C,28,23.65,0
Team 12,Player #12,2,57,56,64,52,59,54,55,69,59,50,53,C,28,20.305,0
Team 12,Player #13,3,58,58,63,62,54,56,52,52,57,58,50,C,28,20.46,0
Team 12,Player #14,4,58,62,62,70,54,54,57,56,54,53,58,C,28,21.148,0
Team 12,Player #15,5,59,54,59,52,59,61,58,49,57,60,58,C,28,21.896,0
Team #13,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,23 - 61
Team 13,Player #1,1,80,75,50,54,63,55,67,79,68,50,61,D+,28,24.776,0
Team 13,Player #2,2,69,69,63,54,63,72,55,88,56,56,55,D+,28,21.7715,0
Team 13,Player #3,3,73,70,63,57,50,61,59,79,73,50,64,D+,28,21.995,0
Team 13,Player #4,4,60,62,66,68,62,86,62,50,69,55,54,D+,28,21.235,0
Team 13,Player #5,5,65,63,75,73,64,73,68,55,55,50,62,D+,28,22.866,0
Team 13,Player #6,1,66,76,54,50,57,64,67,86,62,50,50,D+,28,24.389,0
Team 13,Player #7,2,69,91,66,50,50,68,56,82,56,50,50,D+,28,23.9585,0
Team 13,Player #8,3,61,61,63,57,50,61,63,57,56,66,50,D+,28,20.445,0
Team 13,Player #9,4,69,61,79,67,50,65,61,56,61,50,56,D+,28,21.723,0
Team 13,Player #10,5,68,50,62,70,65,61,55,76,80,50,50,D+,28,23.188,0
Team 13,Player #11,1,75,84,50,50,57,63,55,76,61,50,74,D+,28,25.138,0
Team 13,Player #12,2,67,87,68,58,50,73,70,83,58,50,56,D+,28,23.8105,0
Team 13,Player #13,3,69,73,61,63,66,66,72,57,68,56,50,D+,28,22.105,0
Team 13,Player #14,4,66,56,77,77,50,57,63,57,69,60,56,D+,28,21.552,0
Team 13,Player #15,5,61,60,61,66,87,59,56,62,70,50,63,D+,28,22.411,0
Team #14,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,36 - 48
Team 14,Player #1,1,73,66,64,62,63,70,69,76,64,63,55,D+,28,24.495,0
Team 14,Player #2,2,73,67,63,63,72,65,75,91,62,54,55,D+,28,22.849,0
Team 14,Player #3,3,73,75,67,63,59,64,66,72,70,58,50,D+,28,22.81,0
Team 14,Player #4,4,63,63,67,67,71,78,66,67,67,50,57,D+,28,21.977,0
Team 14,Player #5,5,68,77,74,79,67,63,63,63,85,50,53,D+,28,25.08,0
Team 14,Player #6,1,71,67,68,59,68,69,75,77,71,50,63,D+,28,24.393,0
Team 14,Player #7,2,68,69,68,64,63,68,65,84,73,54,50,D+,28,22.316,0
Team 14,Player #8,3,69,72,77,64,66,63,68,68,68,50,58,D+,28,22.64,0
Team 14,Player #9,4,66,71,74,75,73,59,67,66,70,50,59,D+,28,22.848,0
Team 14,Player #10,5,68,59,82,71,73,64,70,63,68,50,58,D+,28,24.007,0
Team 14,Player #11,1,62,77,65,65,79,65,69,82,64,50,50,D+,28,25.14,0
Team 14,Player #12,2,73,71,65,59,59,64,63,73,63,50,50,D+,28,22.396,0
Team 14,Player #13,3,70,67,68,74,69,67,63,68,66,54,64,D+,28,22.45,0
Team 14,Player #14,4,69,63,77,69,64,71,67,59,76,53,59,D+,28,22.635,0
Team 14,Player #15,5,66,72,63,64,67,59,63,59,80,53,50,D+,28,24.077,0
Team #15,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,32 - 52
Team 15,Player #1,1,76,77,62,52,64,58,65,76,59,57,71,C+,28,24.226,0
Team 15,Player #2,2,75,65,64,59,52,64,86,88,57,55,62,C+,28,22.4515,0
Team 15,Player #3,3,83,72,78,58,70,52,70,63,64,56,50,C+,28,23.025,0
Team 15,Player #4,4,69,63,68,82,69,63,72,58,65,56,67,C+,28,22.05,0
Team 15,Player #5,5,64,52,77,65,64,69,52,56,72,56,50,C+,28,22.575,0
Team 15,Player #6,1,94,71,58,52,52,66,78,81,71,63,56,C+,28,26.742,0
Team 15,Player #7,2,67,70,58,52,52,75,74,75,77,56,61,C+,28,21.8975,0
Team 15,Player #8,3,73,84,91,65,52,56,67,65,77,50,56,C+,28,23.305,0
Team 15,Player #9,4,75,68,71,65,79,68,57,58,60,50,75,C+,28,22.44,0
Team 15,Player #10,5,70,69,82,76,76,59,71,56,79,50,57,C+,28,23.843,0
Team 15,Player #11,1,78,78,57,70,64,65,78,87,59,50,57,C+,28,24.773,0
Team 15,Player #12,2,64,77,78,52,58,52,64,52,57,50,58,C+,28,21.9295,0
Team 15,Player #13,3,76,67,63,65,73,52,62,76,68,57,50,C+,28,22.365,0
Team 15,Player #14,4,58,76,78,64,76,71,65,69,69,57,57,C+,28,22.86,0
Team 15,Player #15,5,65,58,79,62,87,70,72,58,76,56,50,C+,28,23.288,0
Team #16,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,52 - 32
Team 16,Player #1,1,98,105,81,70,88,87,83,100,81,50,56,C,28,29.323,0
Team 16,Player #2,2,96,86,75,70,74,86,83,81,82,55,67,C,28,25.4215,0
Team 16,Player #3,3,89,88,81,76,81,82,95,83,95,50,60,C,28,25.005,0
Team 16,Player #4,4,91,104,83,99,76,70,96,70,86,63,60,C,28,26.623,0
Team 16,Player #5,5,78,75,92,94,101,89,84,75,89,57,58,C,28,26.068,0
Team 16,Player #6,1,90,90,84,70,73,88,93,100,81,50,72,C,28,27.415,0
Team 16,Player #7,2,77,111,70,70,83,88,91,90,106,50,56,C,28,27.5795,0
Team 16,Player #8,3,94,84,95,74,91,82,77,79,76,50,61,C,28,25.315,0
Team 16,Player #9,4,92,96,82,92,76,80,89,70,87,50,64,C,28,25.756,0
Team 16,Player #10,5,83,76,88,89,94,74,70,82,75,58,62,C,28,26.095,0
Team 16,Player #11,1,99,97,70,76,75,90,88,97,81,57,55,C,28,28.463,0
Team 16,Player #12,2,74,94,74,75,89,77,87,103,95,61,61,C,28,25.6735,0
Team 16,Player #13,3,117,82,81,75,91,82,79,89,96,56,56,C,28,27.805,0
Team 16,Player #14,4,84,76,94,76,81,92,92,76,86,55,64,C,28,24.745,0
Team 16,Player #15,5,90,90,98,89,94,74,101,70,76,50,55,C,28,27.334,0
Team #17,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,58 - 26
Team 17,Player #1,1,106,88,72,67,74,86,78,104,73,50,62,B+,28,29.396,0
Team 17,Player #2,2,79,67,86,73,67,80,94,108,86,64,64,B+,28,24.0415,0
Team 17,Player #3,3,95,73,67,84,73,75,89,67,96,50,65,B+,28,25.435,0
Team 17,Player #4,4,91,84,98,93,67,88,80,73,72,56,62,B+,28,25.525,0
Team 17,Player #5,5,86,72,81,97,92,82,67,67,93,54,61,B+,28,26.837,0
Team 17,Player #6,1,93,87,81,67,67,78,73,116,67,54,56,B+,28,27.707,0
Team 17,Player #7,2,102,103,80,73,86,91,91,105,91,50,61,B+,28,26.9355,0
Team 17,Player #8,3,95,84,106,67,103,83,79,76,89,56,70,B+,28,25.955,0
Team 17,Player #9,4,86,87,92,86,89,93,91,86,83,56,60,B+,28,25.561,0
Team 17,Player #10,5,92,80,79,96,94,96,86,88,101,50,62,B+,28,28.077,0
Team 17,Player #11,1,102,94,79,79,78,72,90,98,90,66,67,B+,28,29.024,0
Team 17,Player #12,2,81,96,74,77,76,72,88,120,83,50,56,B+,28,25.9575,0
Team 17,Player #13,3,87,90,81,79,92,79,90,78,111,50,67,B+,28,25.525,0
Team 17,Player #14,4,92,93,104,104,72,89,90,81,86,56,63,B+,28,26.295,0
Team 17,Player #15,5,73,79,84,84,91,79,79,67,83,58,60,B+,28,25.884,0
Team #18,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,58 - 26
Team 18,Player #1,1,113,96,97,79,74,84,84,117,85,62,60,C+,28,30.402,0
Team 18,Player #2,2,108,83,90,82,104,93,104,99,78,56,67,C+,28,27.2425,0
Team 18,Player #3,3,91,95,101,100,103,111,90,85,86,50,54,C+,28,26.085,0
Team 18,Player #4,4,85,79,122,84,85,91,103,80,92,62,67,C+,28,25.178,0
Team 18,Player #5,5,94,92,106,102,84,86,84,92,110,54,69,C+,28,27.934,0
