Team #0,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,15 - 69
Team 1,Player #15,5,101,100,102,102,101,100,100,101,101,50,50,F,26,29.396,0
Team #2,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,59 - 25
Team 2,Player #1,1,97,82,89,74,74,89,97,96,88,57,54,C+,26,28.293,0
Team 2,Player #2,2,86,85,84,79,74,86,92,99,81,50,56,C+,26,24.533,0
Team 2,Player #3,3,93,102,81,79,92,91,87,87,81,50,57,C+,26,26.18,0
Team 2,Player #4,4,79,81,74,91,78,85,79,88,88,57,66,C+,26,24.063,0
Team 2,Player #5,5,82,101,85,91,105,78,81,74,93,50,60,C+,26,28.5,0
Team 2,Player #6,1,90,100,90,74,80,80,80,85,80,50,70,C+,26,28.234,0
Team 2,Player #7,2,87,91,81,74,79,92,79,92,80,50,50,C+,26,24.929,0
Team 2,Player #8,3,93,86,100,89,93,79,86,86,82,56,63,C+,26,25.45,0
Team 2,Player #9,4,81,89,82,102,74,86,85,79,85,65,62,C+,26,25.031,0
Team 2,Player #10,5,85,85,90,80,110,79,87,87,98,56,63,C+,26,26.791,0
Team 2,Player #11,1,96,92,74,74,85,105,78,93,86,57,57,C+,26,28.092,0
Team 2,Player #12,2,89,94,81,74,80,88,85,98,89,50,69,C+,26,25.439,0
Team 2,Player #13,3,79,94,103,74,80,92,80,78,81,55,58,C+,26,25.28,0
Team 2,Player #14,4,89,80,91,99,86,87,93,86,86,57,50,C+,26,25.392,0
Team 2,Player #15,5,80,74,84,92,88,93,79,80,85,50,61,C+,26,25.795,0
Team #3,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,50 - 34
Team 3,Player #1,1,73,70,70,62,62,67,71,78,70,50,50,D+,26,23.963,0
Team 3,Player #2,2,70,75,76,67,66,66,72,79,62,50,57,D+,26,22.325,0
Team 3,Player #3,3,73,76,71,65,62,62,62,62,76,56,50,D+,26,22.2,0
Team 3,Player #4,4,71,66,73,73,77,66,67,62,72,50,56,D+,26,22.19,0
Team 3,Player #5,5,71,66,79,81,69,66,62,71,65,56,57,D+,26,23.611,0
Team 3,Player #6,1,71,70,70,66,69,76,66,74,65,54,56,D+,26,23.733,0
Team 3,Player #7,2,80,77,69,70,62,65,71,76,65,50,56,D+,26,22.836,0
Team 3,Player #8,3,69,73,71,67,62,68,67,66,76,50,50,D+,26,22.07,0
Team 3,Player #9,4,72,72,68,62,62,62,67,65,68,54,60,D+,26,21.873,0
Team 3,Player #10,5,70,67,80,75,70,62,62,65,76,50,58,D+,26,23.493,0
Team 3,Player #11,1,62,77,65,65,65,65,66,76,72,50,50,D+,26,24.402,0
Team 3,Player #12,2,82,71,62,62,65,66,62,71,78,54,53,D+,26,23.005,0
Team 3,Player #13,3,66,66,73,65,75,62,71,62,74,50,60,D+,26,21.42,0
Team 3,Player #14,4,62,66,65,73,70,62,68,66,68,50,54,D+,26,21.471,0
Team 3,Player #15,5,62,65,66,76,74,62,62,62,66,50,54,D+,26,22.674,0
Team #4,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,36 - 48
Team 4,Player #1,1,85,86,73,62,72,71,62,92,79,56,55,B+,26,25.993,0
Team 4,Player #2,2,73,73,68,62,72,62,67,91,73,69,65,B+,26,22.253,0
Team 4,Player #3,3,88,67,75,77,68,79,78,73,94,50,57,B+,26,24.24,0
Team 4,Player #4,4,81,73,79,76,62,68,79,74,73,55,60,B+,26,23.371,0
Team 4,Player #5,5,75,68,62,77,81,67,62,78,69,50,61,B+,26,24.101,0
Team 4,Player #6,1,83,93,73,68,73,74,73,92,73,50,62,B+,26,27.011,0
Team 4,Player #7,2,77,79,75,62,68,68,67,89,69,56,59,B+,26,22.892,0
Team 4,Player #8,3,77,74,68,69,62,67,73,82,82,55,58,B+,26,22.73,0
Team 4,Player #9,4,78,83,72,75,68,62,76,62,67,55,58,B+,26,23.306,0
Team 4,Player #10,5,75,82,83,83,87,73,74,62,82,50,63,B+,26,25.557,0
Team 4,Player #11,1,78,92,62,67,74,75,75,87,82,50,50,B+,26,26.841,0
Team 4,Player #12,2,79,82,62,62,62,62,62,84,68,50,50,B+,26,22.98,0
Team 4,Player #13,3,76,89,74,76,67,75,74,81,75,55,60,B+,26,24.12,0
Team 4,Player #14,4,74,68,82,68,68,78,83,68,69,50,66,B+,26,22.728,0
Team 4,Player #15,5,69,81,89,80,94,79,74,62,81,62,58,B+,26,25.612,0
Team #5,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,34 - 50
Team 5,Player #1,1,79,78,64,57,52,69,69,62,59,56,50,D+,26,24.291,0
Team 5,Player #2,2,75,75,63,65,59,56,57,72,71,54,50,D+,26,21.993,0
Team 5,Player #3,3,59,76,67,61,59,74,69,58,73,61,55,D+,26,22.21,0
Team 5,Player #4,4,52,58,61,73,65,52,59,57,62,57,61,D+,26,20.261,0
Team 5,Player #5,5,60,64,71,59,87,64,52,58,65,58,60,D+,26,22.481,0
Team 5,Player #6,1,59,52,60,52,64,52,59,74,59,50,61,D+,26,21.556,0
Team 5,Player #7,2,59,65,69,58,59,63,66,86,69,50,57,D+,26,21.144,0
Team 5,Player #8,3,64,58,68,52,57,58,57,58,70,50,50,D+,26,20.6,0
Team 5,Player #9,4,63,58,85,76,60,68,58,59,58,56,55,D+,26,21.162,0
Team 5,Player #10,5,52,52,73,68,84,71,63,52,58,50,57,D+,26,21.193,0
Team 5,Player #11,1,76,70,71,65,58,56,66,60,64,55,61,D+,26,23.864,0
Team 5,Player #12,2,73,66,63,52,52,75,58,87,72,56,50,D+,26,22.007,0
Team 5,Player #13,3,80,71,77,58,72,65,64,57,75,50,63,D+,26,22.68,0
Team 5,Player #14,4,73,52,78,71,66,65,59,52,69,62,50,D+,26,22.121,0
Team 5,Player #15,5,63,57,61,52,76,52,79,56,58,63,63,D+,26,22.129,0
Team #6,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,33 - 51
Team 6,Player #1,1,80,61,62,55,66,69,61,79,74,56,50,C,26,24.787,0
Team 6,Player #2,2,61,70,61,55,55,74,62,81,72,62,57,C,26,21.686,0
Team 6,Player #3,3,78,75,76,55,72,60,66,67,61,62,56,C,26,22.37,0
Team 6,Player #4,4,72,72,75,68,73,73,74,69,66,56,50,C,26,22.334,0
Team 6,Player #5,5,68,55,73,72,71,70,62,61,73,50,58,C,26,23.16,0
Team 6,Player #6,1,77,65,55,55,55,60,66,72,71,50,62,C,26,24.081,0
Team 6,Player #7,2,71,55,66,64,61,67,55,85,93,61,61,C,26,22.028,0
Team 6,Player #8,3,90,84,55,60,67,73,77,73,61,50,62,C,26,23.66,0
Team 6,Player #9,4,60,66,82,81,55,68,55,55,74,77,61,C,26,21.53,0
Team 6,Player #10,5,69,88,61,68,69,69,65,61,82,50,56,C,26,25.459,0
Team 6,Player #11,1,73,74,61,55,64,76,61,75,67,57,74,C,26,23.954,0
Team 6,Player #12,2,82,69,79,73,68,73,66,91,60,50,50,C,26,23.291,0
Team 6,Player #13,3,61,60,71,55,55,62,66,55,55,56,62,C,26,20.29,0
Team 6,Player #14,4,75,59,78,74,55,72,60,55,82,50,50,C,26,22.46,0
Team 6,Player #15,5,82,79,61,61,72,82,68,61,61,63,58,C,26,24.631,0
Team #7,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,46 - 38
Team 7,Player #1,1,62,66,60,57,64,60,62,75,62,50,56,C,26,22.988,0
Team 7,Player #2,2,57,62,70,57,57,77,65,77,62,50,50,C,26,21.061,0
Team 7,Player #3,3,64,73,66,61,66,69,74,57,70,55,57,C,26,22.28,0
Team 7,Player #4,4,57,61,63,66,62,60,66,64,67,50,50,C,26,21.071,0
Team 7,Player #5,5,57,60,70,62,70,62,61,57,75,50,50,C,26,22.321,0
Team 7,Player #6,1,66,80,63,57,57,65,61,70,57,50,53,C,26,24.734,0
Team 7,Player #7,2,68,64,64,57,57,73,62,57,64,58,58,C,26,21.441,0
Team 7,Player #8,3,62,65,67,60,70,57,63,67,57,53,50,C,26,21.26,0
Team 7,Player #9,4,64,69,68,62,61,75,57,57,57,54,58,C,26,21.773,0
Team 7,Player #10,5,57,60,61,64,73,57,63,57,57,58,55,C,26,22.079,0
Team 7,Player #11,1,64,71,62,57,57,70,62,71,65,54,50,C,26,23.723,0
Team 7,Player #12,2,66,57,57,57,68,70,63,65,64,50,50,C,26,21.367,0
Team 7,Player #13,3,61,66,57,65,61,60,64,57,65,53,53,C,26,21.24,0
Team 7,Player #14,4,74,61,75,61,61,67,67,64,60,59,58,C,26,22.459,0
Team 7,Player #15,5,57,60,70,66,74,61,62,57,67,50,55,C,26,22.344,0
Team #8,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,9 - 75
Team 8,Player #1,1,62,40,51,40,50,46,57,69,57,54,56,D+,26,21.548,0
Team 8,Player #2,2,44,62,55,40,57,61,56,56,61,54,56,D+,26,20.108,0
Team 8,Player #3,3,58,59,56,47,54,52,59,59,64,50,50,D+,26,19.81,0
Team 8,Player #4,4,45,43,59,72,52,59,58,54,61,50,64,D+,26,18.802,0
Team 8,Player #5,5,54,45,53,49,77,45,56,40,64,50,55,D+,26,20.589,0
Team 8,Player #6,1,56,51,51,46,40,66,52,61,51,63,63,D+,26,20.802,0
Team 8,Player #7,2,55,47,40,40,54,52,46,60,52,50,55,D+,26,19.054,0
Team 8,Player #8,3,45,68,57,52,50,61,50,44,60,59,57,D+,26,20.54,0
Team 8,Player #9,4,47,53,64,65,51,60,58,40,52,50,56,D+,26,19.393,0
Team 8,Player #10,5,53,46,49,45,51,58,52,52,64,63,56,D+,26,20.145,0
Team 8,Player #11,1,49,66,40,40,47,59,63,72,40,50,50,D+,26,22.054,0
Team 8,Player #12,2,61,55,53,40,46,47,51,70,40,55,56,D+,26,19.648,0
Team 8,Player #13,3,68,65,57,49,56,49,46,45,55,50,50,D+,26,20.37,0
Team 8,Player #14,4,60,59,57,48,45,40,71,45,58,50,50,D+,26,19.777,0
Team 8,Player #15,5,46,48,53,52,52,46,56,40,45,62,50,D+,26,19.37,0
Team #9,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,57 - 27
Team 9,Player #1,1,72,67,74,67,68,71,87,85,80,57,67,C,26,24.303,0
Team 9,Player #2,2,85,76,84,67,68,66,77,68,67,57,55,C,26,23.428,0
Team 9,Player #3,3,75,81,93,68,65,95,88,82,74,61,57,C,26,23.75,0
Team 9,Player #4,4,72,73,103,89,74,85,67,61,76,55,55,C,26,23.143,0
Team 9,Player #5,5,66,82,82,82,86,84,69,77,76,50,63,C,26,25.583,0
Team 9,Player #6,1,78,91,66,67,75,80,74,93,72,50,57,C,26,26.789,0
Team 9,Player #7,2,76,74,73,67,61,74,72,92,75,50,63,C,26,22.753,0
Team 9,Player #8,3,94,84,84,66,61,85,81,84,85,61,50,C,26,24.86,0
Team 9,Player #9,4,78,73,82,67,74,75,72,67,87,59,65,C,26,23.218,0
Team 9,Player #10,5,72,66,84,82,99,66,80,71,81,50,66,C,26,24.58,0
Team 9,Player #11,1,76,72,78,61,79,81,76,93,85,50,50,C,26,25.078,0
Team 9,Player #12,2,67,71,73,66,74,80,72,82,72,50,57,C,26,22.225,0
Team 9,Player #13,3,84,79,94,85,85,86,79,79,74,50,50,C,26,24.22,0
Team 9,Player #14,4,75,82,88,80,75,75,67,61,80,55,70,C,26,23.701,0
Team 9,Player #15,5,66,67,81,74,90,74,73,61,61,57,50,C,26,23.457,0
Team #10,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,47 - 37
Team 10,Player #1,1,65,83,75,59,59,67,67,78,72,63,74,B,26,25.258,0
Team 10,Player #2,2,55,83,66,60,68,71,82,82,60,50,50,B,26,23.323,0
Team 10,Player #3,3,72,76,61,75,76,66,71,74,76,55,66,B,26,22.59,0
Team 10,Player #4,4,67,83,78,74,62,70,67,55,60,50,57,B,26,23.169,0
Team 10,Player #5,5,69,63,82,87,79,64,68,63,72,60,56,B,26,23.685,0
Team 10,Player #6,1,81,73,61,55,62,70,69,83,64,50,50,B,26,24.922,0
Team 10,Player #7,2,81,65,68,60,55,74,68,74,78,62,56,B,26,22.986,0
Team 10,Player #8,3,62,70,72,66,61,67,68,60,83,55,55,B,26,21.77,0
Team 10,Player #9,4,80,77,72,76,85,78,67,60,74,50,56,B,26,23.315,0
Team 10,Player #10,5,68,66,72,74,85,60,55,60,68,64,62,B,26,23.153,0
Team 10,Player #11,1,78,85,61,55,55,63,77,67,59,54,61,B,26,25.106,0
Team 10,Player #12,2,71,76,61,55,67,72,80,87,73,54,62,B,26,22.676,0
Team 10,Player #13,3,61,62,87,62,61,80,55,74,69,54,54,B,26,21.08,0
Team 10,Player #14,4,60,67,68,70,75,69,60,55,81,50,70,B,26,21.665,0
Team 10,Player #15,5,68,61,73,76,60,80,62,67,61,55,50,B,26,23.046,0
Team #11,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,53 - 31
Team 11,Player #1,1,82,84,65,65,65,71,85,87,73,55,63,C,26,25.866,0
Team 11,Player #2,2,96,79,69,65,73,72,73,89,72,50,57,C,26,25.1015,0
Team 11,Player #3,3,85,88,83,81,71,77,89,88,87,50,56,C,26,24.735,0
Team 11,Player #4,4,83,76,83,93,82,78,89,82,82,56,67,C,26,24.563,0
Team 11,Player #5,5,77,71,88,76,90,71,70,71,90,62,76,C,26,25.236,0
Team 11,Player #6,1,81,80,65,72,73,71,85,84,72,57,56,C,26,25.506,0
Team 11,Player #7,2,98,88,81,75,65,65,83,87,70,62,63,C,26,25.3305,0
Team 11,Player #8,3,81,76,75,78,65,78,94,71,78,50,56,C,26,23.665,0
Team 11,Player #9,4,90,79,79,82,65,83,77,73,82,50,54,C,26,24.754,0
Team 11,Player #10,5,78,65,90,78,86,71,71,71,93,55,50,C,26,25.387,0
Team 11,Player #11,1,80,76,78,71,69,82,86,89,84,50,75,C,26,25.795,0
Team 11,Player #12,2,85,89,77,71,65,81,80,98,84,56,50,C,26,24.7115,0
Team 11,Player #13,3,70,80,83,65,65,84,82,71,72,50,56,C,26,23.395,0
Team 11,Player #14,4,89,80,80,91,88,78,87,71,86,56,75,C,26,25.109,0
Team 11,Player #15,5,73,65,83,83,72,75,70,80,77,50,58,C,26,24.477,0
Team #12,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,18 - 66
Team 12,Player #1,1,62,53,61,53,54,49,49,66,52,54,50,C,26,21.769,0
Team 12,Player #2,2,62,59,54,49,53,52,49,53,49,55,50,C,26,19.9725,0
Team 12,Player #3,3,60,58,52,54,54,58,59,60,53,50,50,C,26,20.075,0
Team 12,Player #4,4,58,55,62,58,57,58,57,49,58,50,54,C,26,20.124,0
Team 12,Player #5,5,58,49,66,52,64,49,53,54,53,50,58,C,26,21.229,0
Team 12,Player #6,1,65,60,58,49,49,58,57,62,54,57,58,C,26,22.231,0
Team 12,Player #7,2,59,64,52,52,49,49,54,63,49,50,50,C,26,20.3095,0
Team 12,Player #8,3,56,60,52,54,53,57,56,49,55,50,50,C,26,19.935,0
Team 12,Player #9,4,67,56,58,62,56,65,59,49,58,53,54,C,26,21.092,0
Team 12,Player #10,5,49,59,69,57,57,57,63,49,53,50,54,C,26,21.486,0
Team 12,Player #11,1,57,66,49,49,49,52,65,70,57,50,55,C,26,22.417,0
Team 12,Player #12,2,54,52,61,49,59,54,55,69,56,50,53,C,26,19.4755,0
Team 12,Player #13,3,58,58,63,62,54,56,52,52,57,58,50,C,26,19.935,0
Team 12,Player #14,4,58,62,58,61,54,54,53,56,54,53,53,C,26,20.408,0
Team 12,Player #15,5,59,49,54,49,55,61,58,49,57,54,54,C,26,21.207,0
Team #13,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,29 - 55
Team 13,Player #1,1,80,75,50,54,63,55,67,79,68,50,61,D+,26,24.636,0
Team 13,Player #2,2,69,69,63,54,63,72,55,88,56,56,55,D+,26,21.6065,0
Team 13,Player #3,3,73,70,63,57,50,61,59,79,73,50,64,D+,26,21.895,0
Team 13,Player #4,4,60,62,66,68,62,86,62,50,69,55,54,D+,26,21.17,0
Team 13,Player #5,5,65,63,75,73,64,73,68,55,55,50,62,D+,26,22.791,0
Team 13,Player #6,1,66,76,54,50,57,64,67,86,62,50,50,D+,26,24.249,0
Team 13,Player #7,2,69,91,66,50,50,68,56,82,56,50,50,D+,26,23.7935,0
Team 13,Player #8,3,61,61,63,57,50,61,63,57,56,66,50,D+,26,20.345,0
Team 13,Player #9,4,69,61,79,67,50,65,61,56,61,50,56,D+,26,21.658,0
Team 13,Player #10,5,68,50,62,70,65,61,55,76,80,50,50,D+,26,23.113,0
Team 13,Player #11,1,75,84,50,50,57,63,55,76,61,50,74,D+,26,24.998,0
Team 13,Player #12,2,67,87,68,58,50,73,70,83,58,50,56,D+,26,23.6455,0
Team 13,Player #13,3,69,73,61,63,66,66,72,57,68,56,50,D+,26,22.005,0
Team 13,Player #14,4,66,56,77,77,50,57,63,57,69,60,56,D+,26,21.487,0
Team 13,Player #15,5,61,60,61,66,87,59,56,62,70,50,63,D+,26,22.336,0
Team #14,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,34 - 50
Team 14,Player #1,1,73,62,64,62,63,70,66,66,64,63,50,D+,26,23.851,0
Team 14,Player #2,2,73,67,59,63,63,65,75,84,62,54,55,D+,26,22.2535,0
Team 14,Player #3,3,70,71,64,59,59,64,66,68,70,58,50,D+,26,21.775,0
Team 14,Player #4,4,63,63,67,64,67,73,62,67,64,50,57,D+,26,21.242,0
Team 14,Player #5,5,68,77,74,76,67,63,63,59,75,50,53,D+,26,24.383,0
Team 14,Player #6,1,71,67,64,59,68,65,67,71,71,50,63,D+,26,23.681,0
Team 14,Player #7,2,68,63,62,64,59,68,65,74,70,54,50,D+,26,21.5855,0
Team 14,Player #8,3,69,72,72,64,62,63,65,68,65,50,58,D+,26,21.965,0
Team 14,Player #9,4,62,66,74,71,73,59,64,63,70,50,54,D+,26,21.709,0
Team 14,Player #10,5,68,59,73,67,70,64,70,63,68,50,58,D+,26,23.273,0
Team 14,Player #11,1,62,77,65,65,79,65,69,72,64,50,50,D+,26,24.52,0
Team 14,Player #12,2,70,67,65,59,59,64,63,73,63,50,50,D+,26,21.6235,0
Team 14,Player #13,3,70,64,68,71,69,67,63,68,66,54,60,D+,26,21.895,0
Team 14,Player #14,4,59,59,74,64,59,71,67,59,72,53,53,D+,26,20.901,0
Team 14,Player #15,5,66,72,63,64,64,59,59,59,71,53,50,D+,26,23.361,0
Team #15,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,26 - 58
Team 15,Player #1,1,70,70,57,52,52,58,58,71,59,57,66,C+,26,23.27,0
Team 15,Player #2,2,75,52,58,59,52,64,80,82,57,55,57,C+,26,22.4495,0
Team 15,Player #3,3,72,66,63,58,70,52,70,57,64,56,50,C+,26,21.965,0
Team 15,Player #4,4,64,57,64,76,69,63,72,52,65,56,67,C+,26,21.679,0
Team 15,Player #5,5,57,52,77,65,64,64,52,56,72,56,50,C+,26,21.98,0
Team 15,Player #6,1,89,65,58,52,52,66,71,73,71,63,56,C+,26,26.104,0
Team 15,Player #7,2,67,70,58,52,52,70,66,75,73,56,55,C+,26,21.8525,0
Team 15,Player #8,3,73,76,86,65,52,56,67,65,77,50,50,C+,26,22.705,0
Team 15,Player #9,4,64,63,57,65,79,63,57,58,52,50,69,C+,26,21.328,0
Team 15,Player #10,5,64,69,77,65,69,52,64,56,74,50,57,C+,26,23.546,0
Team 15,Player #11,1,78,72,57,63,64,65,72,81,52,50,57,C+,26,24.709,0
Team 15,Player #12,2,64,63,78,52,52,52,58,52,57,50,58,C+,26,20.5215,0
Team 15,Player #13,3,65,59,63,65,68,52,59,70,68,50,50,C+,26,21.375,0
Team 15,Player #14,4,58,73,72,64,63,71,65,64,64,57,57,C+,26,22.549,0
Team 15,Player #15,5,59,52,72,62,81,70,67,52,70,50,50,C+,26,22.534,0
Team #16,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,50 - 34
Team 16,Player #1,1,86,100,81,70,81,80,77,90,81,50,56,C,26,28.359,0
Team 16,Player #2,2,83,86,75,70,74,86,77,81,76,50,62,C,26,24.2015,0
Team 16,Player #3,3,77,82,76,76,81,82,89,83,87,50,60,C,26,24.115,0
Team 16,Player #4,4,86,98,83,93,76,70,96,70,86,63,60,C,26,25.951,0
Team 16,Player #5,5,78,75,92,94,91,89,84,75,83,50,58,C,26,25.868,0
Team 16,Player #6,1,85,82,84,70,73,88,88,94,76,50,64,C,26,26.591,0
Team 16,Player #7,2,77,104,70,70,78,82,91,90,100,50,56,C,26,26.6435,0
Team 16,Player #8,3,94,84,88,74,85,75,77,79,76,50,56,C,26,25.115,0
Team 16,Player #9,4,81,96,82,92,76,77,83,70,76,50,64,C,26,25.559,0
Team 16,Player #10,5,83,76,82,81,89,74,70,75,70,58,62,C,26,25.773,0
Team 16,Player #11,1,92,87,70,76,75,84,81,91,76,57,55,C,26,27.285,0
Team 16,Player #12,2,74,82,74,75,84,70,87,95,89,56,61,C,26,24.0885,0
Team 16,Player #13,3,101,82,81,70,91,82,79,74,82,56,56,C,26,25.865,0
Team 16,Player #14,4,84,70,86,76,81,77,92,76,81,55,57,C,26,24.456,0
Team 16,Player #15,5,90,83,92,89,82,74,97,70,70,50,50,C,26,26.99,0
Team #17,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,56 - 28
Team 17,Player #1,1,99,82,72,67,74,79,78,97,73,50,62,B+,26,28.117,0
Team 17,Player #2,2,75,67,79,67,67,80,94,96,86,64,50,B+,26,23.2845,0
Team 17,Player #3,3,82,73,67,84,67,67,89,67,82,50,65,B+,26,23.605,0
Team 17,Player #4,4,80,79,92,87,67,82,80,73,72,56,62,B+,26,23.926,0
Team 17,Player #5,5,86,72,77,90,92,78,67,67,93,54,50,B+,26,26.395,0
Team 17,Player #6,1,84,81,81,67,67,78,73,103,67,50,56,B+,26,26.175,0
Team 17,Player #7,2,96,98,67,73,86,84,78,96,91,50,61,B+,26,25.9365,0
Team 17,Player #8,3,95,84,96,67,89,77,67,72,84,50,65,B+,26,25.195,0
Team 17,Player #9,4,80,87,92,80,89,93,86,74,83,56,56,B+,26,25.06,0
Team 17,Player #10,5,85,80,73,96,94,81,86,73,95,50,62,B+,26,26.61,0
Team 17,Player #11,1,93,87,72,79,72,67,86,89,77,66,61,B+,26,27.235,0
Team 17,Player #12,2,81,91,74,72,67,67,82,111,83,50,50,B+,26,24.9515,0
Team 17,Player #13,3,79,83,81,74,87,79,85,73,100,50,62,B+,26,24.265,0
Team 17,Player #14,4,92,88,90,98,67,84,84,74,86,56,57,B+,26,25.437,0
Team 17,Player #15,5,73,73,84,84,83,79,74,67,83,58,60,B+,26,24.712,0
Team #18,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,70 - 14
Team 18,Player #1,1,109,84,97,79,74,84,78,105,85,62,60,C+,26,29.986,0
Team 18,Player #2,2,95,83,85,82,104,93,92,95,74,56,67,C+,26,25.8985,0
Team 18,Player #3,3,91,89,95,100,97,111,79,85,79,50,54,C+,26,25.735,0
Team 18,Player #4,4,79,79,109,79,79,86,91,80,92,56,61,C+,26,24.478,0
Team 18,Player #5,5,81,92,100,91,78,86,78,88,105,50,64,C+,26,27.637,0
