Team #0,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,39 - 45
Team 1,Player #7,2,100,100,104,100,101,100,100,101,100,50,50,F,30,26.923,0
Team 1,Player #8,3,100,104,100,100,101,101,100,102,101,50,51,F,30,27.45,0
Team 1,Player #9,4,100,101,101,101,100,102,100,100,102,50,53,F,30,27.363,0
Team 1,Player #10,5,100,100,100,100,100,100,100,100,100,52,50,F,30,29.2,0
Team 1,Player #11,1,100,100,102,100,100,102,101,101,100,50,51,F,30,29.464,0
Team 1,Player #12,2,100,100,100,100,100,100,100,100,100,50,50,F,30,26.9,0
Team 1,Player #13,3,100,100,100,101,102,101,100,100,100,50,50,F,30,27.04,0
Team 1,Player #14,4,102,102,103,100,100,100,101,100,100,50,50,F,30,27.449,0
Team 1,Player #15,5,101,100,102,102,101,100,100,101,101,50,50,F,30,29.396,0
Team #2,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,54 - 30
Team 2,Player #1,1,97,88,89,74,80,96,104,102,95,64,65,C+,30,28.624,0
Team 2,Player #2,2,86,96,89,79,81,86,97,103,81,50,62,C+,30,25.788,0
Team 2,Player #3,3,93,109,87,79,92,91,98,101,92,50,57,C+,30,27.3,0
Team 2,Player #4,4,87,81,81,96,78,85,79,88,94,57,74,C+,30,24.874,0
Team 2,Player #5,5,88,101,96,91,114,78,94,74,99,50,60,C+,30,28.961,0
Team 2,Player #6,1,96,107,90,80,86,80,92,94,80,50,76,C+,30,29.432,0
Team 2,Player #7,2,87,97,81,74,85,105,79,112,94,50,50,C+,30,26.14,0
Team 2,Player #8,3,112,92,107,89,99,87,95,86,96,56,70,C+,30,27.79,0
Team 2,Player #9,4,85,89,89,102,87,98,85,84,98,65,67,C+,30,25.538,0
Team 2,Player #10,5,92,91,90,85,122,86,87,91,107,62,63,C+,30,28.024,0
Team 2,Player #11,1,101,92,80,74,89,105,90,110,86,57,63,C+,30,29.144,0
Team 2,Player #12,2,89,100,92,74,80,88,85,104,89,57,69,C+,30,26.176,0
Team 2,Player #13,3,85,102,115,80,80,92,80,90,81,55,63,C+,30,26.38,0
Team 2,Player #14,4,105,86,105,104,86,87,93,93,94,57,56,C+,30,27.363,0
Team 2,Player #15,5,87,84,90,96,107,99,84,80,90,50,69,C+,30,27.17,0
Team #3,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,40 - 44
Team 3,Player #1,1,73,73,74,62,62,71,75,82,74,50,56,D+,30,24.175,0
Team 3,Player #2,2,70,78,76,67,69,66,72,82,74,50,57,D+,30,22.832,0
Team 3,Player #3,3,73,83,80,65,62,62,62,62,76,56,54,D+,30,22.99,0
Team 3,Player #4,4,71,69,76,79,77,75,67,62,72,50,65,D+,30,22.382,0
Team 3,Player #5,5,71,66,86,81,73,66,65,71,75,56,57,D+,30,23.884,0
Team 3,Player #6,1,76,75,70,66,69,80,66,77,68,54,59,D+,30,24.507,0
Team 3,Player #7,2,80,77,74,70,62,65,71,80,65,50,56,D+,30,22.885,0
Team 3,Player #8,3,69,78,76,67,65,68,67,70,81,50,50,D+,30,22.74,0
Team 3,Player #9,4,72,77,72,62,62,62,67,65,72,54,60,D+,30,22.465,0
Team 3,Player #10,5,73,67,80,75,74,66,62,65,76,50,58,D+,30,23.941,0
Team 3,Player #11,1,70,82,68,65,69,65,71,82,72,50,50,D+,30,25.22,0
Team 3,Player #12,2,82,71,65,66,65,72,65,71,78,54,61,D+,30,23.136,0
Team 3,Player #13,3,66,66,77,69,75,62,71,69,78,50,63,D+,30,21.61,0
Team 3,Player #14,4,62,66,65,77,70,62,68,66,68,50,54,D+,30,21.519,0
Team 3,Player #15,5,65,69,70,82,78,67,65,62,66,53,57,D+,30,23.397,0
Team #4,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,48 - 36
Team 4,Player #1,1,105,104,79,62,78,71,75,96,85,56,62,B+,30,28.761,0
Team 4,Player #2,2,79,78,80,75,72,75,87,103,91,76,65,B+,30,23.684,0
Team 4,Player #3,3,102,67,88,83,75,85,78,73,99,50,68,B+,30,26.01,0
Team 4,Player #4,4,85,94,91,81,71,75,79,74,84,59,66,B+,30,25.159,0
Team 4,Player #5,5,82,74,62,91,93,71,69,78,81,50,67,B+,30,25.492,0
Team 4,Player #6,1,100,106,85,68,73,74,80,92,73,56,73,B+,30,28.853,0
Team 4,Player #7,2,84,87,75,62,77,85,80,101,69,56,65,B+,30,24.293,0
Team 4,Player #8,3,84,89,74,75,74,73,78,82,95,55,65,B+,30,24.41,0
Team 4,Player #9,4,78,83,84,88,74,67,94,62,71,66,64,B+,30,23.949,0
Team 4,Player #10,5,81,82,112,102,97,73,91,62,106,56,67,B+,30,26.681,0
Team 4,Player #11,1,91,98,70,67,74,85,83,114,82,50,50,B+,30,28.257,0
Team 4,Player #12,2,85,82,84,62,62,73,74,97,68,50,50,B+,30,23.716,0
Team 4,Player #13,3,76,97,74,84,73,80,80,81,90,55,66,B+,30,25.32,0
Team 4,Player #14,4,74,75,82,68,74,83,89,73,82,50,66,B+,30,23.164,0
Team 4,Player #15,5,69,81,101,87,113,92,74,75,93,62,72,B+,30,26.401,0
Team #5,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,26 - 58
Team 5,Player #1,1,85,84,64,57,52,69,76,62,65,56,50,D+,30,25.187,0
Team 5,Player #2,2,75,83,63,65,59,62,64,78,71,54,56,D+,30,23.075,0
Team 5,Player #3,3,66,82,80,61,59,80,69,65,73,61,60,D+,30,23.07,0
Team 5,Player #4,4,52,64,76,73,65,52,66,57,69,57,67,D+,30,21.196,0
Team 5,Player #5,5,66,64,77,59,93,64,58,64,78,58,72,D+,30,23.109,0
Team 5,Player #6,1,72,59,60,52,71,64,64,74,65,50,61,D+,30,23.537,0
Team 5,Player #7,2,65,65,69,58,59,63,72,94,69,50,63,D+,30,21.292,0
Team 5,Player #8,3,77,58,73,52,63,58,62,72,77,50,56,D+,30,22.27,0
Team 5,Player #9,4,69,58,97,83,66,73,58,59,63,63,55,D+,30,22.163,0
Team 5,Player #10,5,52,52,84,74,84,71,63,52,65,64,57,D+,30,21.461,0
Team 5,Player #11,1,80,70,71,65,58,66,66,72,71,55,67,D+,30,24.752,0
Team 5,Player #12,2,73,71,63,52,52,75,64,94,78,56,55,D+,30,22.204,0
Team 5,Player #13,3,84,71,77,58,72,65,64,57,75,50,63,D+,30,23.08,0
Team 5,Player #14,4,79,52,83,78,71,72,65,52,76,62,57,D+,30,23.118,0
Team 5,Player #15,5,71,63,61,52,86,52,79,56,65,63,67,D+,30,23.299,0
Team #6,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,45 - 39
Team 6,Player #1,1,86,61,62,55,66,69,65,79,74,63,57,C,30,25.279,0
Team 6,Player #2,2,61,70,66,55,55,74,62,92,72,62,62,C,30,21.517,0
Team 6,Player #3,3,78,75,84,55,72,60,66,74,61,62,56,C,30,22.17,0
Team 6,Player #4,4,77,72,87,73,73,79,74,75,71,56,57,C,30,22.836,0
Team 6,Player #5,5,68,55,87,78,77,70,62,66,73,50,58,C,30,23.148,0
Team 6,Player #6,1,83,72,62,55,55,73,66,85,77,56,69,C,30,25.008,0
Team 6,Player #7,2,71,65,66,64,61,73,61,90,98,66,69,C,30,21.964,0
Team 6,Player #8,3,96,96,60,60,67,73,84,73,61,50,62,C,30,24.03,0
Team 6,Player #9,4,65,71,82,81,61,74,60,55,85,77,67,C,30,21.95,0
Team 6,Player #10,5,75,88,61,68,69,69,65,68,82,55,56,C,30,25.141,0
Team 6,Player #11,1,73,74,68,55,64,87,67,81,67,57,74,C,30,23.965,0
Team 6,Player #12,2,82,76,86,73,68,73,66,101,65,50,50,C,30,23.163,0
Team 6,Player #13,3,61,60,82,59,55,66,66,62,55,56,69,C,30,20.2,0
Team 6,Player #14,4,75,66,78,74,55,72,66,61,82,56,50,C,30,22.202,0
Team 6,Player #15,5,89,79,66,72,80,82,73,71,61,70,58,C,30,25.519,0
Team #7,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,41 - 43
Team 7,Player #1,1,62,71,60,57,68,60,62,75,62,50,60,C,30,23.658,0
Team 7,Player #2,2,67,66,77,57,57,90,65,85,62,50,50,C,30,21.849,0
Team 7,Player #3,3,68,73,69,64,66,73,74,60,73,55,57,C,30,22.44,0
Team 7,Player #4,4,60,61,67,72,62,63,66,64,72,54,54,C,30,21.272,0
Team 7,Player #5,5,61,64,73,67,75,67,65,57,79,50,54,C,30,23.086,0
Team 7,Player #6,1,75,88,67,57,61,68,71,73,57,50,58,C,30,25.987,0
Team 7,Player #7,2,68,69,64,57,62,81,66,71,64,58,58,C,30,21.873,0
Team 7,Player #8,3,66,72,72,60,73,57,68,72,57,53,50,C,30,22.14,0
Team 7,Player #9,4,64,69,68,70,61,75,61,57,61,54,58,C,30,21.949,0
Team 7,Player #10,5,57,60,64,67,87,63,63,57,57,58,55,C,30,22.392,0
Team 7,Player #11,1,67,84,62,57,57,74,67,74,65,54,50,C,30,25.547,0
Team 7,Player #12,2,71,61,57,57,68,81,63,74,69,50,55,C,30,22.187,0
Team 7,Player #13,3,71,66,62,65,61,64,70,57,74,56,53,C,30,21.98,0
Team 7,Player #14,4,74,61,75,61,65,67,67,64,64,59,58,C,30,22.543,0
Team 7,Player #15,5,60,60,70,73,74,69,70,57,72,50,64,C,30,22.623,0
Team #8,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,13 - 71
Team 8,Player #1,1,69,40,51,40,50,52,57,72,57,54,56,D+,30,22.578,0
Team 8,Player #2,2,44,68,62,46,57,66,56,56,61,54,56,D+,30,20.878,0
Team 8,Player #3,3,58,64,60,54,54,52,64,59,64,50,50,D+,30,20.47,0
Team 8,Player #4,4,51,43,59,78,52,66,58,54,61,50,64,D+,30,19.537,0
Team 8,Player #5,5,54,45,53,55,85,45,56,40,64,50,55,D+,30,20.767,0
Team 8,Player #6,1,56,56,51,46,40,72,52,61,51,63,63,D+,30,20.88,0
Team 8,Player #7,2,61,47,45,40,54,57,52,67,52,50,55,D+,30,19.911,0
Team 8,Player #8,3,45,68,57,52,50,61,50,51,60,59,57,D+,30,20.61,0
Team 8,Player #9,4,47,53,64,65,56,60,58,40,52,57,62,D+,30,19.448,0
Team 8,Player #10,5,53,46,55,51,51,58,52,52,70,63,56,D+,30,20.343,0
Team 8,Player #11,1,49,70,40,40,47,59,63,72,40,50,50,D+,30,22.574,0
Team 8,Player #12,2,61,55,58,40,46,53,51,70,40,55,63,D+,30,19.719,0
Team 8,Player #13,3,73,65,63,55,56,53,51,45,55,50,50,D+,30,21.08,0
Team 8,Player #14,4,60,64,57,48,45,40,78,45,63,50,50,D+,30,20.297,0
Team 8,Player #15,5,53,52,59,52,59,46,56,40,45,62,50,D+,30,20.14,0
Team #9,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,56 - 28
Team 9,Player #1,1,72,72,74,73,74,71,93,96,80,57,78,C,30,24.571,0
Team 9,Player #2,2,95,82,84,67,68,73,77,79,73,63,55,C,30,24.786,0
Team 9,Player #3,3,75,81,100,73,72,95,95,82,74,66,57,C,30,24.01,0
Team 9,Player #4,4,72,79,103,95,80,85,67,61,82,55,60,C,30,23.941,0
Team 9,Player #5,5,66,82,82,89,92,89,74,77,88,50,68,C,30,25.959,0
Team 9,Player #6,1,82,99,66,67,75,80,74,93,72,50,57,C,30,27.829,0
Team 9,Player #7,2,76,79,79,67,61,74,84,92,80,50,63,C,30,23.259,0
Team 9,Player #8,3,101,91,89,71,68,91,81,84,91,61,50,C,30,25.85,0
Team 9,Player #9,4,85,81,87,71,80,75,77,73,87,59,65,C,30,24.189,0
Team 9,Player #10,5,77,66,90,93,111,71,86,71,85,57,72,C,30,25.687,0
Team 9,Player #11,1,76,78,83,61,84,81,76,99,93,56,50,C,30,25.567,0
Team 9,Player #12,2,74,85,86,72,74,87,72,95,72,50,62,C,30,24.046,0
Team 9,Player #13,3,84,91,100,85,85,91,79,87,80,55,50,C,30,25.17,0
Team 9,Player #14,4,81,82,100,80,82,75,67,67,85,55,83,C,30,24.026,0
Team 9,Player #15,5,66,73,88,79,102,84,79,61,68,64,50,C,30,24.7,0
Team #10,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,39 - 45
Team 10,Player #1,1,72,98,82,59,64,79,67,87,78,63,79,B,30,27.631,0
Team 10,Player #2,2,67,83,72,60,68,84,88,99,66,56,50,B,30,23.779,0
Team 10,Player #3,3,85,83,72,82,82,73,71,79,81,62,71,B,30,23.9,0
Team 10,Player #4,4,81,83,95,81,67,81,71,55,71,50,61,B,30,23.778,0
Team 10,Player #5,5,75,69,82,87,95,75,80,72,82,67,56,B,30,25.003,0
Team 10,Player #6,1,85,85,67,55,75,75,83,88,69,50,50,B,30,25.852,0
Team 10,Player #7,2,101,70,81,60,55,74,68,74,78,62,61,B,30,25.199,0
Team 10,Player #8,3,76,81,78,72,66,67,75,60,83,55,55,B,30,23.11,0
Team 10,Player #9,4,90,77,80,82,92,84,73,60,74,50,66,B,30,24.682,0
Team 10,Player #10,5,68,70,78,86,97,60,61,66,78,64,62,B,30,23.967,0
Team 10,Player #11,1,88,90,71,55,61,76,84,79,65,66,68,B,30,26.319,0
Team 10,Player #12,2,77,91,74,55,72,72,92,104,79,62,62,B,30,24.746,0
Team 10,Player #13,3,70,62,98,68,72,85,74,81,69,60,59,B,30,22.47,0
Team 10,Player #14,4,64,67,76,77,83,74,70,55,91,50,75,B,30,22.186,0
Team 10,Player #15,5,86,67,73,76,75,87,68,73,67,55,55,B,30,25.634,0
Team #11,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,49 - 35
Team 11,Player #1,1,95,84,65,65,65,78,85,93,80,55,63,C,30,27.541,0
Team 11,Player #2,2,102,79,69,65,73,72,73,95,72,50,64,C,30,25.8275,0
Team 11,Player #3,3,85,94,96,81,71,77,89,88,91,50,56,C,30,25.505,0
Team 11,Player #4,4,83,88,83,99,87,91,94,82,82,56,73,C,30,25.357,0
Team 11,Player #5,5,82,71,94,82,95,76,82,77,95,62,82,C,30,26.302,0
Team 11,Player #6,1,81,91,71,72,73,84,90,95,72,64,56,C,30,27.217,0
Team 11,Player #7,2,104,95,81,81,70,71,83,93,70,62,68,C,30,26.2105,0
Team 11,Player #8,3,96,82,75,78,65,78,99,71,78,50,62,C,30,25.215,0
Team 11,Player #9,4,90,83,79,82,65,95,81,73,93,50,60,C,30,25.012,0
Team 11,Player #10,5,84,70,96,78,98,71,71,71,93,55,50,C,30,26.347,0
Team 11,Player #11,1,80,85,78,77,69,82,86,94,84,50,81,C,30,26.551,0
Team 11,Player #12,2,92,89,77,71,65,81,80,98,90,56,50,C,30,25.1015,0
Team 11,Player #13,3,76,86,83,65,65,84,82,71,72,50,56,C,30,23.995,0
Team 11,Player #14,4,95,88,85,96,100,89,87,77,91,62,75,C,30,26.157,0
Team 11,Player #15,5,80,70,88,88,78,81,75,80,84,50,64,C,30,25.689,0
Team #12,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,12 - 72
Team 12,Player #1,1,67,58,66,56,54,54,49,66,58,54,54,C,30,22.602,0
Team 12,Player #2,2,67,65,54,49,57,57,54,58,56,55,50,C,30,20.7845,0
Team 12,Player #3,3,65,62,58,57,58,58,59,60,59,50,50,C,30,20.765,0
Team 12,Player #4,4,61,55,62,64,57,61,57,49,58,50,58,C,30,20.523,0
Team 12,Player #5,5,58,49,69,55,72,49,53,54,53,50,61,C,30,21.41,0
Team 12,Player #6,1,72,64,62,49,54,58,57,72,57,61,58,C,30,23.368,0
Team 12,Player #7,2,59,71,58,60,49,49,54,71,52,50,53,C,30,21.2675,0
Team 12,Player #8,3,60,69,52,57,56,61,59,49,59,53,55,C,30,21.005,0
Team 12,Player #9,4,67,56,62,62,56,71,64,49,61,53,59,C,30,21.278,0
Team 12,Player #10,5,49,63,69,62,57,57,63,52,57,53,57,C,30,22.079,0
Team 12,Player #11,1,70,71,57,49,49,55,65,75,57,54,55,C,30,23.24,0
Team 12,Player #12,2,57,56,64,52,59,54,55,73,59,50,53,C,30,19.9065,0
Team 12,Player #13,3,64,58,67,62,54,56,52,52,60,58,50,C,30,20.605,0
Team 12,Player #14,4,58,62,62,70,59,54,57,56,54,53,58,C,30,20.663,0
Team 12,Player #15,5,63,54,64,52,62,61,58,49,57,60,58,C,30,21.938,0
Team #13,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,36 - 48
Team 13,Player #1,1,80,75,50,54,63,55,67,79,68,50,61,D+,30,24.636,0
Team 13,Player #2,2,69,69,63,54,63,72,55,88,56,56,55,D+,30,21.6065,0
Team 13,Player #3,3,73,70,63,57,50,61,59,79,73,50,64,D+,30,21.895,0
Team 13,Player #4,4,60,62,66,68,62,86,62,50,69,55,54,D+,30,21.17,0
Team 13,Player #5,5,65,63,75,73,64,73,68,55,55,50,62,D+,30,22.791,0
Team 13,Player #6,1,66,76,54,50,57,64,67,86,62,50,50,D+,30,24.249,0
Team 13,Player #7,2,69,91,66,50,50,68,56,82,56,50,50,D+,30,23.7935,0
Team 13,Player #8,3,61,61,63,57,50,61,63,57,56,66,50,D+,30,20.345,0
Team 13,Player #9,4,69,61,79,67,50,65,61,56,61,50,56,D+,30,21.658,0
Team 13,Player #10,5,68,50,62,70,65,61,55,76,80,50,50,D+,30,23.113,0
Team 13,Player #11,1,75,84,50,50,57,63,55,76,61,50,74,D+,30,24.998,0
Team 13,Player #12,2,67,87,68,58,50,73,70,83,58,50,56,D+,30,23.6455,0
Team 13,Player #13,3,69,73,61,63,66,66,72,57,68,56,50,D+,30,22.005,0
Team 13,Player #14,4,66,56,77,77,50,57,63,57,69,60,56,D+,30,21.487,0
Team 13,Player #15,5,61,60,61,66,87,59,56,62,70,50,63,D+,30,22.336,0
Team #14,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,38 - 46
Team 14,Player #1,1,73,66,64,62,63,70,69,76,64,63,55,D+,30,24.015,0
Team 14,Player #2,2,73,67,63,63,72,65,75,91,62,54,55,D+,30,22.4065,0
Team 14,Player #3,3,73,75,67,63,59,64,66,72,70,58,50,D+,30,22.285,0
Team 14,Player #4,4,63,63,67,67,71,78,66,67,67,50,57,D+,30,21.437,0
Team 14,Player #5,5,68,77,74,79,67,63,63,63,85,50,53,D+,30,24.54,0
Team 14,Player #6,1,71,67,68,59,68,69,75,77,71,50,63,D+,30,23.913,0
Team 14,Player #7,2,68,69,68,64,63,68,65,84,73,54,50,D+,30,21.8735,0
Team 14,Player #8,3,69,72,77,64,66,63,68,68,68,50,58,D+,30,22.115,0
Team 14,Player #9,4,66,71,74,75,73,59,67,66,70,50,59,D+,30,22.308,0
Team 14,Player #10,5,68,59,82,71,73,64,70,63,68,50,58,D+,30,23.467,0
Team 14,Player #11,1,62,77,65,65,79,65,69,82,64,50,50,D+,30,24.66,0
Team 14,Player #12,2,73,71,65,59,59,64,63,73,63,50,50,D+,30,21.9535,0
Team 14,Player #13,3,70,67,68,74,69,67,63,68,66,54,64,D+,30,21.925,0
Team 14,Player #14,4,69,63,77,69,64,71,67,59,76,53,59,D+,30,22.095,0
Team 14,Player #15,5,66,72,63,64,67,59,63,59,80,53,50,D+,30,23.537,0
Team #15,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,24 - 60
Team 15,Player #1,1,76,77,62,52,64,58,65,84,59,57,71,C+,30,24.818,0
Team 15,Player #2,2,75,65,71,59,52,64,86,92,57,55,62,C+,30,22.945,0
Team 15,Player #3,3,83,72,78,64,70,59,70,63,64,56,50,C+,30,23.68,0
Team 15,Player #4,4,69,63,68,88,69,63,78,58,65,56,72,C+,30,22.722,0
Team 15,Player #5,5,64,52,77,65,64,75,52,56,78,56,50,C+,30,23.223,0
Team 15,Player #6,1,99,71,58,52,52,72,78,87,71,63,56,C+,30,28.034,0
Team 15,Player #7,2,67,70,58,52,58,75,80,80,77,56,70,C+,30,22.503,0
Team 15,Player #8,3,73,84,91,65,52,56,67,65,77,50,56,C+,30,23.83,0
Team 15,Player #9,4,79,68,71,70,85,68,57,58,60,50,75,C+,30,23.506,0
Team 15,Player #10,5,70,69,82,81,76,59,78,56,79,50,57,C+,30,24.515,0
Team 15,Player #11,1,85,78,64,70,64,74,78,94,59,50,57,C+,30,26.434,0
Team 15,Player #12,2,70,77,78,52,58,52,64,52,57,57,58,C+,30,22.372,0
Team 15,Player #13,3,76,67,63,65,79,52,62,83,68,57,50,C+,30,23.02,0
Team 15,Player #14,4,58,76,84,64,76,71,65,69,69,57,57,C+,30,23.478,0
Team 15,Player #15,5,65,58,79,62,87,76,79,58,76,56,50,C+,30,23.953,0
Team #16,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,44 - 40
Team 16,Player #1,1,98,105,81,70,88,91,90,106,81,50,56,C,30,29.515,0
Team 16,Player #2,2,96,93,75,76,74,93,83,88,82,55,67,C,30,25.6235,0
Team 16,Player #3,3,89,93,81,82,81,82,101,83,95,50,60,C,30,25.525,0
Team 16,Player #4,4,91,109,89,99,76,70,101,70,86,63,60,C,30,27.251,0
Team 16,Player #5,5,78,75,92,99,107,89,84,75,89,57,58,C,30,26.207,0
Team 16,Player #6,1,90,96,90,70,73,88,100,104,81,56,72,C,30,28.355,0
Team 16,Player #7,2,81,111,70,70,83,88,96,90,112,50,56,C,30,27.6895,0
Team 16,Player #8,3,100,84,95,81,91,82,77,79,83,50,61,C,30,26.055,0
Team 16,Player #9,4,97,96,82,99,76,85,89,77,87,50,64,C,30,26.034,0
Team 16,Player #10,5,83,83,88,94,94,74,70,82,81,58,62,C,30,26.21,0
Team 16,Player #11,1,105,103,70,76,81,90,88,103,81,61,55,C,30,29.357,0
Team 16,Player #12,2,74,94,74,75,89,83,87,107,100,61,61,C,30,25.8335,0
Team 16,Player #13,3,117,88,87,75,91,82,79,89,96,56,56,C,30,27.865,0
Team 16,Player #14,4,84,76,94,76,81,92,92,81,92,55,64,C,30,24.84,0
Team 16,Player #15,5,97,90,98,94,94,74,101,70,84,50,55,C,30,28.309,0
Team #17,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,57 - 27
Team 17,Player #1,1,111,94,77,67,74,98,83,110,81,50,62,B+,30,30.266,0
Team 17,Player #2,2,83,72,86,73,73,80,94,118,100,64,64,B+,30,24.6495,0
Team 17,Player #3,3,95,84,67,90,73,81,97,67,104,50,65,B+,30,25.465,0
Team 17,Player #4,4,99,84,98,101,67,88,80,85,72,56,62,B+,30,26.21,0
Team 17,Player #5,5,86,78,91,97,98,82,73,67,107,54,72,B+,30,26.962,0
Team 17,Player #6,1,107,93,88,67,67,78,73,122,74,54,62,B+,30,29.557,0
Team 17,Player #7,2,102,103,87,73,92,97,97,110,91,50,68,B+,30,27.0415,0
Team 17,Player #8,3,95,84,115,67,103,83,93,76,89,56,78,B+,30,25.935,0
Team 17,Player #9,4,86,92,103,90,89,98,98,92,87,56,65,B+,30,26.154,0
Team 17,Player #10,5,100,89,79,107,99,103,86,95,113,50,68,B+,30,29.161,0
Team 17,Player #11,1,115,100,79,79,85,72,97,110,90,66,67,B+,30,30.793,0
Team 17,Player #12,2,90,100,74,77,76,72,98,127,90,50,63,B+,30,26.5145,0
Team 17,Player #13,3,87,96,93,85,92,85,90,78,117,50,67,B+,30,26.175,0
Team 17,Player #14,4,92,103,110,111,72,89,90,81,92,56,68,B+,30,27.222,0
Team 17,Player #15,5,79,79,96,90,96,84,79,74,87,58,65,B+,30,26.001,0
Team #18,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,65 - 19
Team 18,Player #1,1,113,96,97,79,74,84,84,122,85,62,60,C+,30,30.792,0
Team 18,Player #2,2,108,88,98,82,104,99,104,99,84,56,74,C+,30,27.6715,0
Team 18,Player #3,3,91,101,101,100,103,111,90,85,86,50,54,C+,30,27.035,0
Team 18,Player #4,4,85,79,127,84,90,95,110,80,98,67,67,C+,30,25.824,0
Team 18,Player #5,5,94,92,106,108,91,86,84,92,110,54,69,C+,30,28.458,0
