Team #0,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,21 - 63
Team 2,Player #1,1,90,82,89,74,74,81,91,90,82,57,54,C+,25,27.087,0
Team 2,Player #2,2,86,85,84,79,74,86,92,94,81,50,50,C+,25,24.478,0
Team 2,Player #3,3,86,102,81,74,92,85,87,87,81,50,57,C+,25,26.07,0
Team 2,Player #4,4,79,74,74,91,78,85,79,88,84,57,66,C+,25,23.823,0
Team 2,Player #5,5,82,94,85,86,99,74,81,74,93,50,56,C+,25,27.489,0
Team 2,Player #6,1,90,100,90,74,80,80,80,85,80,50,62,C+,25,28.234,0
Team 2,Player #7,2,87,91,81,74,79,92,79,92,80,50,50,C+,25,24.929,0
Team 2,Player #8,3,85,86,93,89,93,79,86,86,82,56,57,C+,25,24.68,0
Team 2,Player #9,4,81,89,82,97,74,86,78,79,80,65,62,C+,25,24.851,0
Team 2,Player #10,5,79,85,90,74,104,74,87,81,91,56,56,C+,25,26.495,0
Team 2,Player #11,1,96,92,74,74,85,98,78,93,80,57,57,C+,25,27.941,0
Team 2,Player #12,2,82,94,74,74,80,88,85,91,89,50,69,C+,25,25.355,0
Team 2,Player #13,3,79,85,103,74,80,92,80,78,81,55,54,C+,25,24.38,0
Team 2,Player #14,4,89,80,91,99,80,87,93,86,79,57,50,C+,25,25.256,0
Team 2,Player #15,5,80,74,84,92,81,93,79,80,85,50,61,C+,25,25.697,0
Team #3,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,52 - 32
Team 3,Player #1,1,69,70,70,62,62,62,71,78,70,50,50,D+,25,23.508,0
Team 3,Player #2,2,70,71,73,67,62,66,72,79,62,50,57,D+,25,21.85,0
Team 3,Player #3,3,73,76,71,65,62,62,62,62,76,56,50,D+,25,22.2,0
Team 3,Player #4,4,67,66,73,69,77,66,67,62,72,50,56,D+,25,21.742,0
Team 3,Player #5,5,71,62,75,75,69,66,62,71,65,50,54,D+,25,23.497,0
Team 3,Player #6,1,71,70,70,66,69,70,66,69,65,54,56,D+,25,23.585,0
Team 3,Player #7,2,77,77,65,70,62,65,71,71,65,50,56,D+,25,22.447,0
Team 3,Player #8,3,69,73,71,67,62,68,62,66,76,50,50,D+,25,22.02,0
Team 3,Player #9,4,67,72,68,62,62,62,67,65,68,54,60,D+,25,21.873,0
Team 3,Player #10,5,70,62,75,75,70,62,62,65,71,50,54,D+,25,23.383,0
Team 3,Player #11,1,62,77,65,65,65,65,66,76,72,50,50,D+,25,24.402,0
Team 3,Player #12,2,82,71,62,62,65,66,62,67,73,54,53,D+,25,22.911,0
Team 3,Player #13,3,62,66,73,65,71,62,68,62,74,50,57,D+,25,21.35,0
Team 3,Player #14,4,62,66,65,73,70,62,68,66,68,50,50,D+,25,21.471,0
Team 3,Player #15,5,62,65,66,72,71,62,62,62,66,50,54,D+,25,22.588,0
Team #4,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,34 - 50
Team 4,Player #1,1,85,86,73,62,72,71,62,86,79,56,55,B+,25,25.909,0
Team 4,Player #2,2,68,66,68,62,72,62,67,84,68,63,65,B+,25,21.576,0
Team 4,Player #3,3,82,67,75,69,68,79,78,67,89,50,57,B+,25,23.45,0
Team 4,Player #4,4,81,73,75,72,62,68,74,74,67,55,60,B+,25,23.161,0
Team 4,Player #5,5,68,68,62,77,81,67,62,73,69,50,56,B+,25,23.231,0
Team 4,Player #6,1,83,93,67,68,73,74,68,87,73,50,62,B+,25,26.853,0
Team 4,Player #7,2,77,73,75,62,62,68,62,83,69,56,59,B+,25,22.508,0
Team 4,Player #8,3,77,74,68,62,62,67,73,82,82,55,58,B+,25,22.66,0
Team 4,Player #9,4,78,83,72,68,68,62,76,62,67,55,58,B+,25,23.222,0
Team 4,Player #10,5,75,82,78,83,87,67,68,62,76,50,57,B+,25,25.323,0
Team 4,Player #11,1,78,92,62,67,74,67,75,82,77,50,50,B+,25,26.617,0
Team 4,Player #12,2,79,75,62,62,62,62,62,77,68,50,50,B+,25,22.573,0
Team 4,Player #13,3,76,89,69,76,67,68,68,75,69,55,56,B+,25,23.82,0
Team 4,Player #14,4,68,68,76,68,68,73,78,68,62,50,66,B+,25,21.885,0
Team 4,Player #15,5,62,75,81,80,86,79,74,62,76,55,58,B+,25,24.634,0
Team #5,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,33 - 51
Team 5,Player #1,1,72,78,57,57,52,64,69,62,59,56,50,D+,25,23.8277432432432,0
Team 5,Player #2,2,75,75,63,65,59,56,57,72,71,54,50,D+,25,21.6828539189189,0
Team 5,Player #3,3,52,72,61,61,59,74,69,58,67,61,55,D+,25,21.69,0
Team 5,Player #4,4,52,52,61,66,59,52,52,57,57,57,55,D+,25,19.391,0
Team 5,Player #5,5,60,58,64,59,79,64,52,58,65,58,60,D+,25,21.805,0
Team 5,Player #6,1,59,52,60,52,64,52,59,68,59,50,61,D+,25,21.472,0
Team 5,Player #7,2,59,58,64,58,59,63,61,82,69,50,57,D+,25,20.385,0
Team 5,Player #8,3,59,58,68,52,57,52,57,58,70,50,50,D+,25,20.04,0
Team 5,Player #9,4,63,58,78,76,60,68,58,59,52,56,55,D+,25,21.011,0
Team 5,Player #10,5,52,52,67,68,84,64,58,52,58,50,57,D+,25,21.01,0
Team 5,Player #11,1,76,70,71,65,58,56,60,52,64,55,55,D+,25,23.704,0
Team 5,Player #12,2,73,66,57,52,52,75,58,83,72,56,50,D+,25,21.957,0
Team 5,Player #13,3,80,65,77,58,72,65,64,57,69,50,63,D+,25,22.62,0
Team 5,Player #14,4,67,52,71,65,62,65,59,52,63,62,50,D+,25,21.254,0
Team 5,Player #15,5,63,52,61,52,69,52,72,56,58,56,63,D+,25,21.954,0
Team #6,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,35 - 49
Team 6,Player #1,1,73,55,55,55,66,69,61,73,67,56,50,C,25,23.667,0
Team 6,Player #2,2,61,70,55,55,55,69,55,76,72,62,57,C,25,21.5,0
Team 6,Player #3,3,78,70,70,55,72,60,61,67,55,62,50,C,25,22.2,0
Team 6,Player #4,4,72,72,75,68,73,66,68,69,66,50,50,C,25,22.211,0
Team 6,Player #5,5,62,55,73,72,71,70,62,55,73,50,58,C,25,22.404,0
Team 6,Player #6,1,71,65,55,55,55,60,66,72,71,50,62,C,25,23.301,0
Team 6,Player #7,2,71,55,66,64,61,67,55,85,85,61,61,C,25,21.948,0
Team 6,Player #8,3,84,84,55,60,61,66,70,73,55,50,57,C,25,22.8,0
Team 6,Player #9,4,60,66,75,81,55,68,55,55,74,71,55,C,25,21.439,0
Team 6,Player #10,5,64,83,61,68,69,69,65,61,82,50,56,C,25,24.859,0
Team 6,Player #11,1,66,74,61,55,64,76,61,75,67,50,69,C,25,23.954,0
Team 6,Player #12,2,75,62,79,68,62,65,66,85,55,50,50,C,25,22.229,0
Team 6,Player #13,3,61,60,67,55,55,62,66,55,55,56,62,C,25,20.25,0
Team 6,Player #14,4,75,59,72,66,55,72,60,55,76,50,50,C,25,22.226,0
Team 6,Player #15,5,77,72,61,61,64,75,68,61,61,56,58,C,25,23.863,0
Team #7,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,45 - 39
Team 7,Player #1,1,62,66,60,57,64,60,62,72,62,50,53,C,25,22.946,0
Team 7,Player #2,2,57,62,70,57,57,72,65,73,62,50,50,C,25,20.962,0
Team 7,Player #3,3,64,73,66,61,62,69,74,57,70,55,53,C,25,22.24,0
Team 7,Player #4,4,57,61,63,66,62,60,61,60,64,50,50,C,25,20.963,0
Team 7,Player #5,5,57,57,70,62,67,62,57,57,70,50,50,C,25,21.825,0
Team 7,Player #6,1,66,80,57,57,57,65,61,70,57,50,53,C,25,24.686,0
Team 7,Player #7,2,68,64,64,57,57,69,62,57,64,58,55,C,25,21.397,0
Team 7,Player #8,3,62,65,67,57,70,57,60,67,57,53,50,C,25,21.2,0
Team 7,Player #9,4,61,65,65,62,61,70,57,57,57,54,54,C,25,21.289,0
Team 7,Player #10,5,57,60,57,64,73,57,63,57,57,54,55,C,25,22.031,0
Team 7,Player #11,1,64,71,62,57,57,70,62,68,65,54,50,C,25,23.681,0
Team 7,Player #12,2,66,57,57,57,68,70,57,65,64,50,50,C,25,21.307,0
Team 7,Player #13,3,61,66,57,65,61,60,64,57,60,53,53,C,25,21.19,0
Team 7,Player #14,4,70,61,75,57,61,62,67,64,60,59,54,C,25,21.966,0
Team 7,Player #15,5,57,60,70,61,70,61,62,57,67,50,55,C,25,22.233,0
Team #8,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,18 - 66
Team 8,Player #1,1,62,40,51,40,50,46,57,63,52,54,56,D+,25,21.414,0
Team 8,Player #2,2,44,56,55,40,57,54,56,51,57,54,56,D+,25,19.276,0
Team 8,Player #3,3,52,52,56,47,54,52,59,59,64,50,50,D+,25,19.11,0
Team 8,Player #4,4,40,43,52,72,52,59,52,54,61,50,64,D+,25,18.451,0
Team 8,Player #5,5,46,40,46,49,70,45,56,40,64,50,55,D+,25,19.447,0
Team 8,Player #6,1,56,51,51,40,40,62,52,55,46,63,63,D+,25,20.58,0
Team 8,Player #7,2,55,47,40,40,47,52,46,51,52,50,55,D+,25,18.899,0
Team 8,Player #8,3,45,68,51,52,50,61,50,44,60,55,57,D+,25,20.48,0
Team 8,Player #9,4,47,53,64,59,51,53,53,40,46,50,56,D+,25,19.148,0
Team 8,Player #10,5,53,46,49,45,45,53,52,46,64,63,56,D+,25,19.985,0
Team 8,Player #11,1,49,66,40,40,47,59,57,64,40,50,50,D+,25,21.894,0
Team 8,Player #12,2,61,46,53,40,46,47,46,64,40,55,56,D+,25,19.532,0
Team 8,Player #13,3,64,58,57,49,51,49,46,45,55,50,50,D+,25,19.92,0
Team 8,Player #14,4,56,59,57,48,45,40,65,45,54,50,50,D+,25,19.577,0
Team 8,Player #15,5,46,48,53,52,52,46,50,40,45,62,50,D+,25,19.304,0
Team #9,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,55 - 29
Team 9,Player #1,1,72,67,67,67,61,67,87,85,74,57,67,C,25,24.1,0
Team 9,Player #2,2,78,76,84,67,68,66,72,68,67,50,55,C,25,22.608,0
Team 9,Player #3,3,67,81,93,68,65,89,82,82,74,56,57,C,25,23.63,0
Team 9,Player #4,4,66,66,98,83,74,80,67,61,76,55,55,C,25,22.261,0
Team 9,Player #5,5,66,82,82,82,86,84,69,77,76,50,63,C,25,25.583,0
Team 9,Player #6,1,73,84,66,67,75,73,74,88,72,50,50,C,25,25.718,0
Team 9,Player #7,2,76,74,68,67,61,74,66,88,68,50,63,C,25,22.574,0
Team 9,Player #8,3,87,79,84,66,61,85,81,78,78,57,50,C,25,24.03,0
Team 9,Player #9,4,71,67,77,67,68,71,72,61,87,59,65,C,25,22.309,0
Team 9,Player #10,5,72,61,84,82,92,66,80,71,81,50,66,C,25,24.482,0
Team 9,Player #11,1,71,72,73,61,79,75,72,86,79,50,50,C,25,24.25,0
Team 9,Player #12,2,61,71,73,66,74,73,72,82,72,50,57,C,25,22.148,0
Team 9,Player #13,3,78,74,87,79,77,80,74,79,74,50,50,C,25,23.3,0
Team 9,Player #14,4,75,82,83,73,75,75,67,61,80,55,63,C,25,23.552,0
Team 9,Player #15,5,66,67,75,74,90,74,66,61,61,57,50,C,25,23.308,0
Team #10,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,40 - 44
Team 10,Player #1,1,65,78,75,59,59,67,67,78,72,58,67,B,25,24.608,0
Team 10,Player #2,2,55,77,60,60,68,71,82,82,55,50,50,B,25,22.607,0
Team 10,Player #3,3,67,69,61,68,76,66,71,74,71,55,61,B,25,21.77,0
Team 10,Player #4,4,67,77,73,74,62,70,61,55,60,50,57,B,25,22.444,0
Team 10,Player #5,5,69,63,82,87,79,64,68,63,72,60,56,B,25,23.685,0
Team 10,Player #6,1,75,67,61,55,62,63,69,77,64,50,50,B,25,23.967,0
Team 10,Player #7,2,81,65,62,60,55,74,68,74,71,62,56,B,25,22.91,0
Team 10,Player #8,3,62,70,72,66,61,67,68,60,78,50,55,B,25,21.72,0
Team 10,Player #9,4,80,77,72,68,85,78,67,60,74,50,56,B,25,23.219,0
Team 10,Player #10,5,62,60,66,68,78,60,55,55,68,57,62,B,25,22.167,0
Team 10,Player #11,1,73,85,61,55,55,63,77,67,59,54,61,B,25,25.106,0
Team 10,Player #12,2,71,70,61,55,67,72,73,81,66,54,57,B,25,21.92,0
Team 10,Player #13,3,61,62,81,62,61,72,55,74,69,54,54,B,25,20.94,0
Team 10,Player #14,4,60,67,68,65,68,61,60,55,81,50,70,B,25,21.456,0
Team 10,Player #15,5,62,61,73,76,60,80,62,67,61,50,50,B,25,22.326,0
Team #11,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,58 - 26
Team 11,Player #1,1,77,78,65,65,65,71,79,82,73,55,57,C,25,24.968,0
Team 11,Player #2,2,90,73,69,65,73,72,73,89,65,50,50,C,25,24.3715,0
Team 11,Player #3,3,79,81,83,81,65,77,83,88,81,50,50,C,25,23.855,0
Team 11,Player #4,4,83,70,83,86,76,78,83,82,82,56,67,C,25,24.353,0
Team 11,Player #5,5,71,71,82,76,84,71,70,71,84,62,76,C,25,24.3,0
Team 11,Player #6,1,81,75,65,72,73,65,85,84,72,57,50,C,25,25.428,0
Team 11,Player #7,2,92,88,81,75,65,65,83,87,70,62,63,C,25,24.6705,0
Team 11,Player #8,3,75,76,75,78,65,78,94,71,78,50,56,C,25,23.165,0
Team 11,Player #9,4,90,74,79,82,65,83,77,73,82,50,50,C,25,24.754,0
Team 11,Player #10,5,78,65,82,71,86,71,71,71,88,50,50,C,25,25.164,0
Team 11,Player #11,1,74,76,78,71,69,76,86,89,84,50,68,C,25,25.197,0
Team 11,Player #12,2,85,89,70,71,65,81,80,93,84,56,50,C,25,24.6495,0
Team 11,Player #13,3,70,73,83,65,65,77,82,71,72,50,56,C,25,22.625,0
Team 11,Player #14,4,81,72,80,91,81,78,87,71,80,56,75,C,25,24.172,0
Team 11,Player #15,5,73,65,83,83,72,75,70,80,77,50,58,C,25,24.477,0
Team #12,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,22 - 62
Team 12,Player #1,1,58,53,57,53,54,49,49,63,52,54,50,C,25,21.175,0
Team 12,Player #2,2,56,54,54,49,53,49,49,53,49,50,50,C,25,19.2795,0
Team 12,Player #3,3,60,55,52,54,54,58,55,60,53,50,50,C,25,20.035,0
Team 12,Player #4,4,58,55,62,58,54,55,53,49,58,50,50,C,25,20.024,0
Team 12,Player #5,5,58,49,62,49,64,49,53,54,53,50,58,C,25,21.148,0
Team 12,Player #6,1,60,60,58,49,49,58,57,58,54,57,55,C,25,21.525,0
Team 12,Player #7,2,56,61,52,49,49,49,54,63,49,50,50,C,25,19.9555,0
Team 12,Player #8,3,52,60,52,49,53,57,56,49,55,50,50,C,25,19.885,0
Team 12,Player #9,4,62,56,58,62,52,65,59,49,58,53,54,C,25,20.548,0
Team 12,Player #10,5,49,59,69,57,57,54,63,49,53,50,54,C,25,21.462,0
Team 12,Player #11,1,57,62,49,49,49,52,65,67,57,50,55,C,25,21.855,0
Team 12,Player #12,2,54,52,61,49,59,54,49,65,56,50,53,C,25,19.3715,0
Team 12,Player #13,3,58,58,59,58,54,56,49,52,57,58,50,C,25,19.825,0
Team 12,Player #14,4,58,62,58,61,54,54,53,56,49,53,53,C,25,20.358,0
Team 12,Player #15,5,53,49,54,49,55,61,58,49,53,54,50,C,25,20.447,0
Team #13,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,32 - 52
Team 13,Player #1,1,75,75,50,50,63,55,67,73,61,50,61,D+,25,23.988,0
Team 13,Player #2,2,64,69,63,54,63,66,55,81,56,56,55,D+,25,21.5935,0
Team 13,Player #3,3,67,62,63,57,50,55,59,79,73,50,64,D+,25,21.485,0
Team 13,Player #4,4,55,62,66,68,62,79,62,50,69,55,50,D+,25,21.402,0
Team 13,Player #5,5,58,63,75,66,58,73,68,55,50,50,62,D+,25,22.625,0
Team 13,Player #6,1,66,71,54,50,57,58,67,78,56,50,50,D+,25,23.529,0
Team 13,Player #7,2,69,84,66,50,50,68,56,75,56,50,50,D+,25,23.0765,0
Team 13,Player #8,3,61,61,55,57,50,61,63,57,56,61,50,D+,25,20.515,0
Team 13,Player #9,4,69,61,75,61,50,65,61,56,61,50,56,D+,25,21.829,0
Team 13,Player #10,5,62,50,62,70,61,61,55,70,73,50,50,D+,25,22.516,0
Team 13,Player #11,1,68,78,50,50,57,63,55,70,61,50,69,D+,25,24.314,0
Team 13,Player #12,2,67,81,61,58,50,73,63,78,58,50,56,D+,25,22.9835,0
Team 13,Player #13,3,69,73,61,63,66,66,65,57,64,50,50,D+,25,22.145,0
Team 13,Player #14,4,66,56,73,72,50,57,63,57,69,55,50,D+,25,21.67,0
Team 13,Player #15,5,61,60,61,66,87,55,56,62,70,50,63,D+,25,22.589,0
Team #14,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,41 - 43
Team 14,Player #1,1,68,59,64,62,63,66,66,66,59,59,50,D+,25,23.279,0
Team 14,Player #2,2,69,63,59,63,63,62,71,84,62,54,55,D+,25,21.8705,0
Team 14,Player #3,3,67,68,64,59,59,59,66,68,67,53,50,D+,25,21.645,0
Team 14,Player #4,4,59,63,67,64,63,73,62,67,64,50,57,D+,25,21.493,0
Team 14,Player #5,5,64,71,74,71,64,63,63,59,71,50,53,D+,25,23.811,0
Team 14,Player #6,1,67,67,64,59,68,65,67,66,71,50,63,D+,25,23.271,0
Team 14,Player #7,2,68,63,62,64,59,68,65,74,70,54,50,D+,25,21.7155,0
Team 14,Player #8,3,69,72,72,64,59,63,65,64,62,50,53,D+,25,22.115,0
Team 14,Player #9,4,62,66,71,71,70,59,64,63,70,50,54,D+,25,21.932,0
Team 14,Player #10,5,68,59,69,67,66,64,70,63,68,50,58,D+,25,23.454,0
Team 14,Player #11,1,59,73,62,65,79,65,69,68,64,50,50,D+,25,24.1,0
Team 14,Player #12,2,70,63,65,59,59,64,63,73,63,50,50,D+,25,21.7535,0
Team 14,Player #13,3,70,59,68,67,69,63,63,68,66,54,56,D+,25,22.065,0
Team 14,Player #14,4,59,59,74,64,59,71,67,59,72,53,53,D+,25,21.196,0
Team 14,Player #15,5,66,72,63,64,64,59,59,59,71,53,50,D+,25,23.646,0
Team #15,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,31 - 53
Team 15,Player #1,1,64,70,57,52,52,58,52,71,59,57,66,C+,25,23.042,0
Team 15,Player #2,2,75,52,58,52,52,64,74,78,57,55,50,C+,25,22.1595,0
Team 15,Player #3,3,67,66,63,52,70,52,65,57,64,56,50,C+,25,21.105,0
Team 15,Player #4,4,64,57,64,76,63,63,72,52,65,56,67,C+,25,21.318,0
Team 15,Player #5,5,57,52,70,65,64,64,52,52,72,56,50,C+,25,21.587,0
Team 15,Player #6,1,85,65,58,52,52,66,71,73,65,63,50,C+,25,25.344,0
Team 15,Player #7,2,61,64,58,52,52,70,66,75,67,56,50,C+,25,21.0025,0
Team 15,Player #8,3,73,70,81,65,52,56,67,65,77,50,50,C+,25,22.105,0
Team 15,Player #9,4,64,63,57,59,71,63,57,58,52,50,69,C+,25,20.873,0
Team 15,Player #10,5,64,65,77,58,64,52,64,56,68,50,57,C+,25,22.574,0
Team 15,Player #11,1,74,72,57,63,57,65,65,81,52,50,57,C+,25,23.918,0
Team 15,Player #12,2,64,57,78,52,52,52,58,52,57,50,58,C+,25,20.3915,0
Team 15,Player #13,3,65,52,63,65,59,52,59,70,62,50,50,C+,25,20.975,0
Team 15,Player #14,4,58,65,72,64,63,64,58,64,64,57,50,C+,25,21.321,0
Team 15,Player #15,5,59,52,67,62,74,70,67,52,70,50,50,C+,25,22.091,0
Team #16,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,43 - 41
Team 16,Player #1,1,81,100,81,70,76,75,77,83,81,50,50,C,25,28.351,0
Team 16,Player #2,2,83,86,75,70,74,86,77,81,76,50,56,C,25,24.3315,0
Team 16,Player #3,3,77,82,76,76,81,75,89,83,82,50,60,C,25,24.245,0
Team 16,Player #4,4,80,98,83,93,76,70,90,70,81,56,60,C,25,26.136,0
Team 16,Player #5,5,78,75,92,94,87,89,79,75,83,50,58,C,25,26.042,0
Team 16,Player #6,1,85,82,77,70,73,88,88,94,70,50,64,C,25,26.655,0
Team 16,Player #7,2,77,104,70,70,70,76,84,86,95,50,56,C,25,26.4795,0
Team 16,Player #8,3,94,77,88,70,85,75,77,74,70,50,56,C,25,25.215,0
Team 16,Player #9,4,81,90,76,92,76,77,83,70,70,50,64,C,25,25.116,0
Team 16,Player #10,5,83,76,82,81,89,74,70,75,70,58,56,C,25,26.058,0
Team 16,Player #11,1,86,87,70,70,75,84,81,84,70,57,55,C,25,26.621,0
Team 16,Player #12,2,74,82,74,75,77,70,87,95,82,56,56,C,25,24.0925,0
Team 16,Player #13,3,95,82,81,70,91,76,79,74,82,50,56,C,25,25.455,0
Team 16,Player #14,4,84,70,81,76,81,77,86,76,81,55,57,C,25,24.626,0
Team 16,Player #15,5,90,83,92,89,82,74,91,70,70,50,50,C,25,27.209,0
Team #17,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,51 - 33
Team 17,Player #1,1,99,82,67,67,74,79,78,90,67,50,62,B+,25,27.919,0
Team 17,Player #2,2,75,67,73,67,67,80,94,91,86,64,50,B+,25,23.2235,0
Team 17,Player #3,3,82,73,67,79,67,67,83,67,77,50,65,B+,25,23.445,0
Team 17,Player #4,4,80,79,84,80,67,82,80,73,72,50,56,B+,25,23.738,0
Team 17,Player #5,5,86,72,77,85,86,78,67,67,85,54,50,B+,25,26.176,0
Team 17,Player #6,1,78,81,81,67,67,78,73,97,67,50,50,B+,25,25.701,0
Team 17,Player #7,2,90,92,67,67,86,79,78,90,84,50,61,B+,25,25.0375,0
Team 17,Player #8,3,95,84,90,67,89,77,67,72,78,50,65,B+,25,25.075,0
Team 17,Player #9,4,80,81,92,80,84,93,86,74,83,56,56,B+,25,24.405,0
Team 17,Player #10,5,85,80,67,91,90,81,86,73,89,50,62,B+,25,26.367,0
Team 17,Player #11,1,93,87,72,79,72,67,81,89,77,66,61,B+,25,27.195,0
Team 17,Player #12,2,77,85,67,72,67,67,82,105,83,50,50,B+,25,24.2185,0
Team 17,Player #13,3,73,83,81,74,87,79,80,73,95,50,62,B+,25,24.165,0
Team 17,Player #14,4,92,81,90,92,67,84,84,74,86,56,57,B+,25,25.365,0
Team 17,Player #15,5,67,73,79,79,83,79,74,67,78,58,60,B+,25,24.547,0
Team #18,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,59 - 25
Team 18,Player #1,1,104,78,91,79,74,84,74,99,85,62,60,C+,25,29.352,0
Team 18,Player #2,2,89,83,79,82,98,93,92,90,74,56,60,C+,25,25.2595,0
Team 18,Player #3,3,91,89,88,96,89,105,79,85,79,50,54,C+,25,25.735,0
Team 18,Player #4,4,79,74,103,79,79,86,91,80,85,56,61,C+,25,24.625,0
Team 18,Player #5,5,74,86,92,86,78,86,74,88,99,50,64,C+,25,26.947,0
